,HOUSEID,AVG_AGE,HIGH_EDUC,FT_ratio,AVG_WORK_DIST,AVG_TIME
8881,30547579,>60,1,non-work,Not Sure,non-work
8882,30547639,40 - 50,5,>0.5,>15 miles,10 - 20
8883,30547640,30 - 40,2,1,10 - 15 miles,20 - 30
8884,30547773,>60,3,non-work,Not Sure,non-work
8885,30547776,50 - 60,2,non-work,Not Sure,non-work
8886,30547927,50 - 60,3,0.5,>15 miles,>30
8887,30547961,<=30,1,<0.5,10 - 15 miles,20 - 30
8888,30547983,30 - 40,5,<0.5,10 - 15 miles,20 - 30
8889,30548202,40 - 50,4,non-work,Not Sure,non-work
8890,30548225,<=30,4,0,>15 miles,20 - 30
8891,30548483,>60,5,0,<=5 miles,<=10
8892,30548609,50 - 60,3,non-work,Not Sure,non-work
8893,30548819,30 - 40,5,0.5,5-10 miles,10 - 20
8894,30548853,>60,5,0.5,Not Sure,non-work
8895,30548978,40 - 50,4,1,10 - 15 miles,10 - 20
8896,30548982,>60,2,non-work,Not Sure,non-work
8897,30549054,>60,5,<0.5,5-10 miles,20 - 30
8898,30549083,>60,3,non-work,Not Sure,non-work
8899,30549205,<=30,5,1,5-10 miles,>30
8900,30549287,>60,5,1,<=5 miles,<=10
8901,30549301,40 - 50,4,1,>15 miles,>30
8902,30549342,50 - 60,4,0,>15 miles,>30
8903,30549409,>60,3,1,>15 miles,>30
8904,30549418,50 - 60,4,0.5,<=5 miles,10 - 20
8905,30549458,30 - 40,5,>0.5,>15 miles,>30
8906,30549462,>60,3,non-work,Not Sure,non-work
8907,30549484,30 - 40,3,0.5,>15 miles,10 - 20
8908,30549786,<=30,3,non-work,Not Sure,non-work
8909,30549787,>60,3,non-work,Not Sure,non-work
8910,30549865,<=30,3,0,10 - 15 miles,20 - 30
8911,30550039,>60,5,0,5-10 miles,10 - 20
8912,30550061,<=30,4,0.5,>15 miles,>30
8913,30550098,>60,3,0,5-10 miles,10 - 20
8914,30550141,>60,5,non-work,Not Sure,non-work
8915,30550155,50 - 60,3,1,<=5 miles,<=10
8916,30550175,>60,1,non-work,Not Sure,non-work
8917,30550201,<=30,3,1,<=5 miles,<=10
8918,30550213,<=30,4,1,>15 miles,20 - 30
8919,30550225,30 - 40,3,0.5,10 - 15 miles,20 - 30
8920,30550297,>60,2,non-work,Not Sure,non-work
8921,30550322,<=30,4,1,<=5 miles,<=10
8922,30550417,40 - 50,4,0.5,Not Sure,non-work
8923,30550470,30 - 40,3,<0.5,10 - 15 miles,<=10
8924,30550544,30 - 40,5,1,5-10 miles,10 - 20
8925,30550597,30 - 40,2,1,<=5 miles,10 - 20
8926,30550606,50 - 60,3,0.5,<=5 miles,<=10
8927,30550620,>60,3,non-work,Not Sure,non-work
8928,30550728,>60,3,non-work,Not Sure,non-work
8929,30550779,<=30,5,<0.5,5-10 miles,10 - 20
8930,30550896,>60,4,0.5,Not Sure,non-work
8931,30551250,>60,4,non-work,Not Sure,non-work
8932,30551254,>60,4,non-work,Not Sure,non-work
8933,30551261,>60,3,non-work,Not Sure,non-work
8934,30551283,<=30,5,<0.5,<=5 miles,10 - 20
8935,30551297,50 - 60,5,1,10 - 15 miles,20 - 30
8936,30551361,>60,5,non-work,Not Sure,non-work
8937,30551491,40 - 50,5,1,>15 miles,>30
8938,30551503,<=30,3,<0.5,10 - 15 miles,20 - 30
8939,30551682,40 - 50,2,1,Not Sure,non-work
8940,30551695,>60,5,0,>15 miles,>30
8941,30551720,30 - 40,3,<0.5,5-10 miles,10 - 20
8942,30551812,>60,2,non-work,Not Sure,non-work
8943,30551883,<=30,4,1,<=5 miles,<=10
8944,30551932,>60,3,0,5-10 miles,20 - 30
8945,30551959,>60,5,non-work,Not Sure,non-work
8946,30552076,50 - 60,2,1,<=5 miles,>30
8947,30552090,40 - 50,3,0.5,>15 miles,>30
8948,30552147,>60,4,non-work,Not Sure,non-work
8949,30552160,40 - 50,5,0.5,Not Sure,non-work
8950,30552165,>60,5,0.5,<=5 miles,<=10
8951,30552234,>60,3,0.5,<=5 miles,<=10
8952,30552252,>60,3,non-work,Not Sure,non-work
8953,30552286,>60,4,non-work,Not Sure,non-work
8954,30552300,50 - 60,5,1,5-10 miles,10 - 20
8955,30552589,>60,5,non-work,Not Sure,non-work
8956,30552666,30 - 40,4,<0.5,10 - 15 miles,>30
8957,30552705,>60,5,1,<=5 miles,<=10
8958,30552765,30 - 40,3,0.5,Not Sure,non-work
8959,30552766,30 - 40,5,<0.5,>15 miles,>30
8960,30552940,>60,2,non-work,Not Sure,non-work
8961,30553088,>60,5,non-work,Not Sure,non-work
8962,30553179,>60,4,1,Not Sure,non-work
8963,30553211,50 - 60,3,0.5,<=5 miles,<=10
8964,30553397,50 - 60,3,0,10 - 15 miles,>30
8965,30553415,>60,3,non-work,Not Sure,non-work
8966,30553434,30 - 40,4,0.5,>15 miles,20 - 30
8967,30553571,>60,5,non-work,Not Sure,non-work
8968,30553683,50 - 60,2,1,>15 miles,20 - 30
8969,30553828,30 - 40,2,non-work,Not Sure,non-work
8970,30553887,>60,4,0.5,5-10 miles,10 - 20
8971,30553953,>60,5,non-work,Not Sure,non-work
8972,30553980,30 - 40,5,1,10 - 15 miles,>30
8973,30554025,30 - 40,5,>0.5,5-10 miles,10 - 20
8974,30554037,>60,4,0.5,10 - 15 miles,10 - 20
8975,30554070,>60,5,1,>15 miles,>30
8976,30554147,40 - 50,5,1,<=5 miles,10 - 20
8977,30554169,50 - 60,2,non-work,Not Sure,non-work
8978,30554297,>60,3,non-work,Not Sure,non-work
8979,30554316,>60,5,non-work,Not Sure,non-work
8980,30554410,>60,5,non-work,Not Sure,non-work
8981,30554425,50 - 60,2,non-work,Not Sure,non-work
8982,30554515,>60,3,non-work,Not Sure,non-work
8983,30554617,>60,4,0,<=5 miles,20 - 30
8984,30554867,>60,4,non-work,Not Sure,non-work
8985,30554944,>60,5,0.5,Not Sure,non-work
8986,30555048,>60,5,non-work,Not Sure,non-work
8987,30555198,>60,4,non-work,Not Sure,non-work
8988,30555258,<=30,4,1,10 - 15 miles,10 - 20
8989,30555326,30 - 40,3,0.5,>15 miles,>30
8990,30555355,>60,2,non-work,Not Sure,non-work
8991,30555380,<=30,2,>0.5,5-10 miles,10 - 20
8992,30555445,40 - 50,3,1,5-10 miles,10 - 20
8993,30555459,>60,1,non-work,Not Sure,non-work
8994,30555490,>60,1,non-work,Not Sure,non-work
8995,30555514,>60,5,non-work,Not Sure,non-work
8996,30555628,30 - 40,5,0,5-10 miles,10 - 20
8997,30555806,>60,4,non-work,Not Sure,non-work
8998,30555880,>60,5,non-work,Not Sure,non-work
8999,30555937,>60,2,non-work,Not Sure,non-work
9000,30556022,>60,4,non-work,Not Sure,non-work
9001,30556260,50 - 60,1,1,5-10 miles,20 - 30
9002,30556367,30 - 40,3,0.5,>15 miles,20 - 30
9003,30556391,50 - 60,3,0,10 - 15 miles,10 - 20
9004,30556514,40 - 50,3,1,5-10 miles,10 - 20
9005,30556544,40 - 50,3,non-work,Not Sure,non-work
9006,30556609,50 - 60,3,0.5,<=5 miles,<=10
9007,30556820,<=30,5,<0.5,>15 miles,20 - 30
9008,30556966,30 - 40,3,<0.5,>15 miles,>30
9009,30557147,>60,5,non-work,Not Sure,non-work
9010,30557227,>60,2,0.5,5-10 miles,20 - 30
9011,30557274,50 - 60,5,0.5,>15 miles,>30
9012,30557353,50 - 60,2,non-work,Not Sure,non-work
9013,30557359,>60,4,0.5,5-10 miles,20 - 30
9014,40000143,>60,2,1,<=5 miles,10 - 20
9015,40000162,>60,3,non-work,Not Sure,non-work
9016,40000218,>60,5,non-work,Not Sure,non-work
9017,40000247,<=30,4,1,10 - 15 miles,20 - 30
9018,40000380,30 - 40,5,0.5,>15 miles,>30
9019,40000684,<=30,4,<0.5,>15 miles,20 - 30
9020,40001063,>60,5,non-work,Not Sure,non-work
9021,40001281,>60,2,non-work,Not Sure,non-work
9022,40001324,40 - 50,5,0.5,10 - 15 miles,>30
9023,40001411,50 - 60,3,1,5-10 miles,10 - 20
9024,40001462,>60,5,non-work,Not Sure,non-work
9025,40001545,50 - 60,4,>0.5,>15 miles,<=10
9026,40001578,50 - 60,3,non-work,Not Sure,non-work
9027,40001710,>60,3,0,10 - 15 miles,20 - 30
9028,40001716,<=30,3,0.5,<=5 miles,<=10
9029,40001776,>60,5,1,5-10 miles,10 - 20
9030,40002090,30 - 40,5,1,<=5 miles,>30
9031,40002168,>60,2,non-work,Not Sure,non-work
9032,40002244,>60,5,non-work,Not Sure,non-work
9033,40002256,40 - 50,3,0.5,5-10 miles,20 - 30
9034,40002655,50 - 60,2,non-work,Not Sure,non-work
9035,40002741,>60,3,0,<=5 miles,<=10
9036,40003235,50 - 60,2,1,>15 miles,>30
9037,40003236,40 - 50,5,1,<=5 miles,10 - 20
9038,40003250,50 - 60,3,0,10 - 15 miles,10 - 20
9039,40003284,<=30,5,<0.5,5-10 miles,10 - 20
9040,40003359,>60,5,non-work,Not Sure,non-work
9041,40003392,40 - 50,5,0,Not Sure,non-work
9042,40003393,>60,2,non-work,Not Sure,non-work
9043,40003628,30 - 40,3,0.5,>15 miles,20 - 30
9044,40003650,40 - 50,2,>0.5,>15 miles,20 - 30
9045,40004083,<=30,3,0,<=5 miles,<=10
9046,40004107,>60,5,1,5-10 miles,<=10
9047,40004147,50 - 60,4,0.5,>15 miles,>30
9048,40004263,40 - 50,2,1,5-10 miles,10 - 20
9049,40004425,30 - 40,5,<0.5,<=5 miles,<=10
9050,40004441,>60,3,non-work,Not Sure,non-work
9051,40004711,30 - 40,5,>0.5,>15 miles,20 - 30
9052,40004717,30 - 40,4,0.5,10 - 15 miles,>30
9053,40004888,<=30,5,>0.5,>15 miles,>30
9054,40004892,50 - 60,5,0.5,>15 miles,>30
9055,40004920,40 - 50,5,1,>15 miles,>30
9056,40005074,>60,5,0,Not Sure,non-work
9057,40005157,>60,2,0,>15 miles,20 - 30
9058,40005160,30 - 40,5,<0.5,5-10 miles,10 - 20
9059,40005178,40 - 50,4,1,Not Sure,non-work
9060,40005208,50 - 60,2,0.5,<=5 miles,<=10
9061,40005294,30 - 40,4,<0.5,>15 miles,20 - 30
9062,40005429,<=30,3,0,<=5 miles,10 - 20
9063,40005710,50 - 60,5,0.5,>15 miles,20 - 30
9064,40005928,>60,5,non-work,Not Sure,non-work
9065,40006184,30 - 40,4,0,10 - 15 miles,>30
9066,40006341,<=30,4,non-work,Not Sure,non-work
9067,40006411,>60,3,non-work,Not Sure,non-work
9068,40006432,30 - 40,5,1,>15 miles,10 - 20
9069,40006472,50 - 60,5,non-work,Not Sure,non-work
9070,40006810,40 - 50,3,0,<=5 miles,<=10
9071,40006832,50 - 60,5,1,>15 miles,>30
9072,40006916,>60,2,0,5-10 miles,20 - 30
9073,40006965,>60,3,non-work,Not Sure,non-work
9074,40007080,40 - 50,4,0.5,10 - 15 miles,20 - 30
9075,40007109,50 - 60,4,1,>15 miles,>30
9076,40007125,30 - 40,4,1,5-10 miles,10 - 20
9077,40007140,<=30,5,non-work,Not Sure,non-work
9078,40007247,>60,2,>0.5,5-10 miles,10 - 20
9079,40007294,>60,2,0,5-10 miles,10 - 20
9080,40007315,>60,5,0.5,5-10 miles,10 - 20
9081,40007393,30 - 40,5,0.5,<=5 miles,<=10
9082,40007523,50 - 60,3,0.5,<=5 miles,<=10
9083,40007543,>60,2,non-work,Not Sure,non-work
9084,40007631,<=30,5,<0.5,5-10 miles,10 - 20
9085,40007635,50 - 60,4,1,>15 miles,>30
9086,40007823,>60,5,non-work,Not Sure,non-work
9087,40007888,30 - 40,5,>0.5,>15 miles,>30
9088,40007910,>60,3,non-work,Not Sure,non-work
9089,40007919,>60,3,0.5,>15 miles,>30
9090,40007933,30 - 40,5,1,5-10 miles,<=10
9091,40007999,40 - 50,4,0.5,Not Sure,non-work
9092,40008017,>60,5,0.5,5-10 miles,10 - 20
9093,40008019,>60,4,0.5,>15 miles,NA
9094,40008123,>60,2,non-work,Not Sure,non-work
9095,40008207,50 - 60,3,0,Not Sure,non-work
9096,40008406,>60,5,non-work,Not Sure,non-work
9097,40008505,>60,2,non-work,Not Sure,non-work
9098,40008563,40 - 50,5,1,<=5 miles,<=10
9099,40008600,>60,5,0.5,<=5 miles,20 - 30
9100,40008602,40 - 50,3,1,10 - 15 miles,20 - 30
9101,40008766,40 - 50,3,0,5-10 miles,10 - 20
9102,40008847,<=30,5,<0.5,>15 miles,20 - 30
9103,40008937,50 - 60,5,0,<=5 miles,<=10
9104,40009065,30 - 40,4,1,10 - 15 miles,>30
9105,40009249,>60,5,non-work,Not Sure,non-work
9106,40009274,30 - 40,5,>0.5,10 - 15 miles,20 - 30
9107,40009306,>60,3,1,5-10 miles,<=10
9108,40009566,>60,3,non-work,Not Sure,non-work
9109,40009573,50 - 60,3,0.5,>15 miles,20 - 30
9110,40009744,>60,2,non-work,Not Sure,non-work
9111,40009786,<=30,4,<0.5,>15 miles,>30
9112,40010019,40 - 50,3,<0.5,<=5 miles,10 - 20
9113,40010119,>60,1,non-work,Not Sure,non-work
9114,40010137,>60,5,0,<=5 miles,<=10
9115,40010167,>60,5,non-work,Not Sure,non-work
9116,40010293,>60,4,1,>15 miles,>30
9117,40010331,>60,3,non-work,Not Sure,non-work
9118,40010449,>60,5,0,<=5 miles,10 - 20
9119,40010459,30 - 40,4,1,>15 miles,>30
9120,40010516,40 - 50,2,0.5,5-10 miles,10 - 20
9121,40010571,<=30,5,0.5,>15 miles,>30
9122,40010619,40 - 50,3,0.5,<=5 miles,<=10
9123,40010630,>60,5,0.5,Not Sure,non-work
9124,40010708,>60,2,non-work,Not Sure,non-work
9125,40010926,>60,3,non-work,Not Sure,non-work
9126,40011029,>60,5,1,>15 miles,>30
9127,40011213,50 - 60,4,non-work,Not Sure,non-work
9128,40011290,<=30,2,>0.5,>15 miles,20 - 30
9129,40011314,50 - 60,2,non-work,Not Sure,non-work
9130,40011347,>60,2,non-work,Not Sure,non-work
9131,40011438,<=30,5,<0.5,>15 miles,>30
9132,40011440,>60,2,non-work,Not Sure,non-work
9133,40011602,<=30,3,<0.5,5-10 miles,20 - 30
9134,40011648,30 - 40,3,<0.5,5-10 miles,20 - 30
9135,40011717,>60,2,non-work,Not Sure,non-work
9136,40011756,<=30,5,1,5-10 miles,10 - 20
9137,40011762,>60,5,0.5,5-10 miles,10 - 20
9138,40011981,>60,5,non-work,Not Sure,non-work
9139,40011987,>60,3,non-work,Not Sure,non-work
9140,40012196,>60,4,non-work,Not Sure,non-work
9141,40012203,>60,3,0.5,<=5 miles,10 - 20
9142,40012218,30 - 40,5,>0.5,>15 miles,20 - 30
9143,40012595,>60,2,<0.5,<=5 miles,<=10
9144,40012682,>60,3,non-work,Not Sure,non-work
9145,40012880,>60,5,1,>15 miles,20 - 30
9146,40012928,>60,4,non-work,Not Sure,non-work
9147,40013156,>60,4,non-work,Not Sure,non-work
9148,40013401,>60,5,0,Not Sure,non-work
9149,40013660,>60,2,non-work,Not Sure,non-work
9150,40013957,50 - 60,3,non-work,Not Sure,non-work
9151,40014042,50 - 60,2,0.5,>15 miles,>30
9152,40014151,<=30,4,<0.5,5-10 miles,10 - 20
9153,40014410,>60,4,non-work,Not Sure,non-work
9154,40014477,>60,5,<0.5,Not Sure,non-work
9155,40014771,>60,5,non-work,Not Sure,non-work
9156,40015066,>60,4,non-work,Not Sure,non-work
9157,40015163,50 - 60,4,0,>15 miles,20 - 30
9158,40015166,30 - 40,4,1,<=5 miles,<=10
9159,40015234,>60,3,non-work,Not Sure,non-work
9160,40015451,30 - 40,5,<0.5,>15 miles,>30
9161,40015886,40 - 50,1,non-work,Not Sure,non-work
9162,40015889,>60,4,non-work,Not Sure,non-work
9163,40015893,50 - 60,5,1,>15 miles,20 - 30
9164,40015948,>60,2,non-work,Not Sure,non-work
9165,40015982,>60,5,0,Not Sure,non-work
9166,40016006,>60,3,0.5,Not Sure,non-work
9167,40016041,30 - 40,4,non-work,Not Sure,non-work
9168,40016136,50 - 60,2,non-work,Not Sure,non-work
9169,40016172,>60,2,non-work,Not Sure,non-work
9170,40016213,>60,3,0.5,>15 miles,>30
9171,40016272,<=30,4,0.5,5-10 miles,10 - 20
9172,40016516,>60,3,1,>15 miles,20 - 30
9173,40016659,>60,5,0.5,10 - 15 miles,>30
9174,40016974,>60,2,non-work,Not Sure,non-work
9175,40017045,<=30,5,0.5,5-10 miles,10 - 20
9176,40017074,<=30,5,<0.5,>15 miles,>30
9177,40017207,>60,4,non-work,Not Sure,non-work
9178,40017309,<=30,5,0.5,5-10 miles,10 - 20
9179,40017315,50 - 60,3,non-work,Not Sure,non-work
9180,40017329,>60,5,non-work,Not Sure,non-work
9181,40017362,>60,3,non-work,Not Sure,non-work
9182,40017494,50 - 60,5,1,<=5 miles,10 - 20
9183,40017764,>60,3,non-work,Not Sure,non-work
9184,40017793,30 - 40,4,>0.5,10 - 15 miles,20 - 30
9185,40017948,50 - 60,5,0.5,10 - 15 miles,20 - 30
9186,40018065,>60,4,non-work,Not Sure,non-work
9187,40018210,>60,2,non-work,Not Sure,non-work
9188,40018268,>60,2,non-work,Not Sure,non-work
9189,40018301,>60,3,0,5-10 miles,10 - 20
9190,40018401,>60,5,non-work,Not Sure,non-work
9191,40018412,<=30,4,0,<=5 miles,10 - 20
9192,40018542,30 - 40,3,0,<=5 miles,<=10
9193,40018690,>60,2,0,<=5 miles,<=10
9194,40018741,30 - 40,2,<0.5,<=5 miles,<=10
9195,40018796,30 - 40,3,0.5,10 - 15 miles,10 - 20
9196,40018802,50 - 60,3,1,>15 miles,>30
9197,40018856,>60,3,0,Not Sure,non-work
9198,40019130,50 - 60,4,1,10 - 15 miles,10 - 20
9199,40019133,40 - 50,4,1,>15 miles,>30
9200,40019144,>60,5,non-work,Not Sure,non-work
9201,40019196,50 - 60,5,0.5,Not Sure,non-work
9202,40019233,>60,3,non-work,Not Sure,non-work
9203,40019241,40 - 50,4,>0.5,5-10 miles,10 - 20
9204,40019345,50 - 60,3,1,<=5 miles,<=10
9205,40019354,>60,4,non-work,Not Sure,non-work
9206,40019583,>60,4,0,Not Sure,non-work
9207,40019667,>60,5,1,>15 miles,>30
9208,40019759,40 - 50,5,>0.5,10 - 15 miles,10 - 20
9209,40019775,50 - 60,2,0.5,Not Sure,non-work
9210,40019789,40 - 50,4,1,5-10 miles,10 - 20
9211,40019803,40 - 50,5,1,<=5 miles,10 - 20
9212,40020007,30 - 40,4,1,10 - 15 miles,>30
9213,40020125,>60,5,non-work,Not Sure,non-work
9214,40020149,<=30,5,<0.5,5-10 miles,10 - 20
9215,40020360,>60,4,0.5,<=5 miles,<=10
9216,40020443,30 - 40,4,0.5,10 - 15 miles,20 - 30
9217,40020659,30 - 40,4,1,<=5 miles,<=10
9218,40020749,>60,5,non-work,Not Sure,non-work
9219,40020854,>60,4,1,10 - 15 miles,>30
9220,40020997,>60,4,0,Not Sure,non-work
9221,40021044,30 - 40,5,non-work,Not Sure,non-work
9222,40021102,50 - 60,5,0.5,>15 miles,>30
9223,40021129,>60,2,non-work,Not Sure,non-work
9224,40021269,>60,3,1,<=5 miles,<=10
9225,40021272,>60,4,non-work,Not Sure,non-work
9226,40021498,40 - 50,2,1,<=5 miles,10 - 20
9227,40021517,>60,3,non-work,Not Sure,non-work
9228,40021646,50 - 60,3,0,10 - 15 miles,10 - 20
9229,40021663,<=30,4,0.5,<=5 miles,10 - 20
9230,40021826,>60,4,non-work,Not Sure,non-work
9231,40021845,40 - 50,3,1,10 - 15 miles,10 - 20
9232,40021876,<=30,5,>0.5,>15 miles,>30
9233,40022054,>60,1,non-work,Not Sure,non-work
9234,40022063,>60,5,non-work,Not Sure,non-work
9235,40022076,>60,5,non-work,Not Sure,non-work
9236,40022181,50 - 60,4,non-work,Not Sure,non-work
9237,40022339,>60,3,non-work,Not Sure,non-work
9238,40022445,40 - 50,3,0,<=5 miles,<=10
9239,40022596,30 - 40,5,<0.5,10 - 15 miles,20 - 30
9240,40022723,>60,2,non-work,Not Sure,non-work
9241,40022735,>60,5,0,<=5 miles,<=10
9242,40022959,>60,3,1,10 - 15 miles,10 - 20
9243,40022971,<=30,3,0.5,10 - 15 miles,10 - 20
9244,40022991,>60,2,non-work,Not Sure,non-work
9245,40023034,>60,3,non-work,Not Sure,non-work
9246,40023047,>60,5,0,5-10 miles,10 - 20
9247,40023227,<=30,5,<0.5,10 - 15 miles,10 - 20
9248,40023275,30 - 40,5,1,>15 miles,>30
9249,40023334,>60,5,<0.5,10 - 15 miles,10 - 20
9250,40023520,30 - 40,5,non-work,Not Sure,non-work
9251,40023631,50 - 60,3,1,5-10 miles,10 - 20
9252,40023635,30 - 40,3,0,<=5 miles,<=10
9253,40023750,>60,2,non-work,Not Sure,non-work
9254,40023811,50 - 60,5,0,<=5 miles,<=10
9255,40024030,30 - 40,2,0.5,10 - 15 miles,10 - 20
9256,40024161,>60,4,non-work,Not Sure,non-work
9257,40024199,30 - 40,5,0,10 - 15 miles,>30
9258,40024482,<=30,1,non-work,Not Sure,non-work
9259,40024518,>60,5,non-work,Not Sure,non-work
9260,40024628,<=30,5,1,5-10 miles,10 - 20
9261,40024634,50 - 60,4,1,<=5 miles,10 - 20
9262,40024836,40 - 50,5,1,<=5 miles,<=10
9263,40025010,<=30,5,non-work,Not Sure,non-work
9264,40025217,>60,5,>0.5,10 - 15 miles,10 - 20
9265,40025419,30 - 40,5,1,<=5 miles,10 - 20
9266,40025509,<=30,5,<0.5,<=5 miles,<=10
9267,40025630,50 - 60,5,non-work,Not Sure,non-work
9268,40025654,>60,2,non-work,Not Sure,non-work
9269,40025669,50 - 60,3,1,<=5 miles,<=10
9270,40025682,50 - 60,3,1,10 - 15 miles,10 - 20
9271,40025708,>60,5,non-work,Not Sure,non-work
9272,40025737,40 - 50,1,non-work,Not Sure,non-work
9273,40025862,40 - 50,2,1,>15 miles,>30
9274,40026082,>60,2,non-work,Not Sure,non-work
9275,40026427,30 - 40,5,1,>15 miles,20 - 30
9276,40026671,>60,3,0,Not Sure,non-work
9277,40026767,40 - 50,5,<0.5,>15 miles,>30
9278,40026926,50 - 60,1,non-work,Not Sure,non-work
9279,40027149,50 - 60,5,1,5-10 miles,10 - 20
9280,40027182,50 - 60,4,0,10 - 15 miles,10 - 20
9281,40027216,<=30,1,non-work,Not Sure,non-work
9282,40027358,>60,3,0.5,Not Sure,non-work
9283,40027428,30 - 40,2,non-work,Not Sure,non-work
9284,40027532,50 - 60,3,non-work,Not Sure,non-work
9285,40027645,>60,5,1,<=5 miles,<=10
9286,40027811,50 - 60,2,0,>15 miles,>30
9287,40027840,>60,1,non-work,Not Sure,non-work
9288,40027952,>60,5,non-work,Not Sure,non-work
9289,40027990,30 - 40,5,0.5,<=5 miles,10 - 20
9290,40028130,>60,4,non-work,Not Sure,non-work
9291,40028399,>60,5,non-work,Not Sure,non-work
9292,40028710,>60,4,0,5-10 miles,10 - 20
9293,40028819,>60,5,non-work,Not Sure,non-work
9294,40028848,>60,3,non-work,Not Sure,non-work
9295,40028880,30 - 40,5,<0.5,>15 miles,>30
9296,40028939,40 - 50,5,1,10 - 15 miles,10 - 20
9297,40029095,>60,3,1,10 - 15 miles,10 - 20
9298,40029279,50 - 60,3,non-work,Not Sure,non-work
9299,40029436,30 - 40,5,<0.5,10 - 15 miles,20 - 30
9300,40029484,>60,2,non-work,Not Sure,non-work
9301,40029678,40 - 50,2,non-work,Not Sure,non-work
9302,40029843,>60,2,non-work,Not Sure,non-work
9303,40029930,>60,4,non-work,Not Sure,non-work
9304,40030016,>60,3,non-work,Not Sure,non-work
9305,40030100,>60,3,non-work,Not Sure,non-work
9306,40030113,40 - 50,3,<0.5,10 - 15 miles,20 - 30
9307,40030136,40 - 50,3,0.5,Not Sure,non-work
9308,40030299,>60,5,0,<=5 miles,<=10
9309,40030317,>60,5,non-work,Not Sure,non-work
9310,40030481,>60,2,non-work,Not Sure,non-work
9311,40030544,>60,3,non-work,Not Sure,non-work
9312,40030562,50 - 60,4,1,>15 miles,20 - 30
9313,40030637,50 - 60,4,0,<=5 miles,<=10
9314,40030697,>60,3,non-work,Not Sure,non-work
9315,40030999,>60,3,non-work,Not Sure,non-work
9316,40031013,>60,2,0.5,<=5 miles,<=10
9317,40031031,30 - 40,4,0,>15 miles,<=10
9318,40031241,30 - 40,3,1,10 - 15 miles,10 - 20
9319,40031350,50 - 60,3,0,5-10 miles,<=10
9320,40031362,>60,2,non-work,Not Sure,non-work
9321,40031393,<=30,5,1,>15 miles,10 - 20
9322,40031403,>60,2,non-work,Not Sure,non-work
9323,40031580,<=30,3,1,5-10 miles,10 - 20
9324,40031585,>60,2,non-work,Not Sure,non-work
9325,40031659,30 - 40,5,1,5-10 miles,>30
9326,40031722,<=30,5,1,<=5 miles,<=10
9327,40031734,>60,3,non-work,Not Sure,non-work
9328,40031856,40 - 50,5,<0.5,<=5 miles,<=10
9329,40031888,50 - 60,5,non-work,Not Sure,non-work
9330,40032007,>60,2,non-work,Not Sure,non-work
9331,40032028,30 - 40,4,0.5,Not Sure,non-work
9332,40032354,<=30,4,<0.5,5-10 miles,10 - 20
9333,40032366,50 - 60,3,non-work,Not Sure,non-work
9334,40032448,40 - 50,5,1,>15 miles,>30
9335,40032493,30 - 40,5,0.5,5-10 miles,>30
9336,40032646,>60,2,non-work,Not Sure,non-work
9337,40032805,>60,3,0.5,<=5 miles,<=10
9338,40032878,>60,5,non-work,Not Sure,non-work
9339,40033068,<=30,3,<0.5,>15 miles,20 - 30
9340,40033166,30 - 40,3,1,<=5 miles,<=10
9341,40033211,>60,3,non-work,Not Sure,non-work
9342,40033306,40 - 50,3,1,>15 miles,20 - 30
9343,40033356,50 - 60,4,1,5-10 miles,10 - 20
9344,40033459,<=30,5,1,<=5 miles,<=10
9345,40033542,>60,5,0,>15 miles,>30
9346,40033645,40 - 50,5,1,>15 miles,>30
9347,40033684,>60,3,0,>15 miles,10 - 20
9348,40033793,50 - 60,3,non-work,Not Sure,non-work
9349,40034320,>60,2,non-work,Not Sure,non-work
9350,40034648,>60,3,0,10 - 15 miles,10 - 20
9351,40034777,>60,5,0,5-10 miles,10 - 20
9352,40034783,>60,2,non-work,Not Sure,non-work
9353,40034790,50 - 60,5,1,5-10 miles,20 - 30
9354,40034796,50 - 60,4,non-work,Not Sure,non-work
9355,40034872,>60,5,non-work,Not Sure,non-work
9356,40035111,>60,3,0,<=5 miles,<=10
9357,40035133,50 - 60,3,non-work,Not Sure,non-work
9358,40035149,40 - 50,4,1,5-10 miles,10 - 20
9359,40035226,>60,4,1,Not Sure,non-work
9360,40035311,50 - 60,5,1,5-10 miles,10 - 20
9361,40035334,30 - 40,3,<0.5,>15 miles,20 - 30
9362,40035340,50 - 60,1,non-work,Not Sure,non-work
9363,40035461,50 - 60,2,non-work,Not Sure,non-work
9364,40035494,40 - 50,4,<0.5,>15 miles,20 - 30
9365,40035555,>60,3,non-work,Not Sure,non-work
9366,40035791,30 - 40,2,non-work,Not Sure,non-work
9367,40035861,<=30,5,0.5,>15 miles,20 - 30
9368,40035985,>60,5,non-work,Not Sure,non-work
9369,40035996,50 - 60,3,1,>15 miles,>30
9370,40036008,50 - 60,5,0,<=5 miles,<=10
9371,40036249,>60,5,non-work,Not Sure,non-work
9372,40036420,50 - 60,5,>0.5,>15 miles,>30
9373,40036568,<=30,5,1,5-10 miles,>30
9374,40036674,30 - 40,5,>0.5,>15 miles,>30
9375,40036677,>60,3,non-work,Not Sure,non-work
9376,40036821,30 - 40,3,0.5,5-10 miles,10 - 20
9377,40036944,>60,2,non-work,Not Sure,non-work
9378,40037097,50 - 60,3,1,10 - 15 miles,20 - 30
9379,40037194,40 - 50,4,>0.5,<=5 miles,10 - 20
