,HOUSEID,HEALTH,avg_trips,avg_trips_binned,one_job,flexible_work
9864,40083053,4,3.0,2 - 3,0.5,0.5
9865,40083098,2,2.0,<=2,0.5,0
9866,40083138,3,4.0,3 - 4,non-work,non-work
9867,40083203,2,4.0,3 - 4,>0.5,<0.5
9868,40083235,2,4.0,3 - 4,non-work,non-work
9869,40083293,2,3.0,2 - 3,non-work,non-work
9870,40083302,3,5.5,>5,0.5,0
9871,40083531,2,3.0,2 - 3,0.5,0.5
9872,40083575,2,6.5,>5,1,0
9873,40083613,2,2.0,<=2,0.5,0
9874,40083664,3,0.0,<=2,non-work,non-work
9875,40083690,4,0.0,<=2,non-work,non-work
9876,40084035,2,3.0,2 - 3,1,0.5
9877,40084041,3,5.0,4 - 5,non-work,non-work
9878,40084145,3,3.0,2 - 3,1,0.5
9879,40084158,2,2.5,2 - 3,0.5,0.5
9880,40084247,2,8.0,>5,non-work,non-work
9881,40084376,2,5.0,4 - 5,1,0
9882,40084473,3,0.0,<=2,non-work,non-work
9883,40084494,4,2.0,<=2,non-work,non-work
9884,40084554,1,3.0,2 - 3,<0.5,<0.5
9885,40084668,2,6.0,>5,1,1
9886,40084735,4,2.3333333333333335,2 - 3,<0.5,<0.5
9887,40084795,3,5.0,4 - 5,non-work,non-work
9888,40084875,2,0.0,<=2,non-work,non-work
9889,40084910,2,2.0,<=2,non-work,non-work
9890,40084932,4,8.0,>5,0.5,0
9891,40084956,1,6.0,>5,1,0
9892,40085084,4,3.0,2 - 3,0.5,0.5
9893,40085188,4,1.0,<=2,non-work,non-work
9894,40085267,4,2.0,<=2,non-work,non-work
9895,40085278,2,0.0,<=2,0,0
9896,40085344,3,4.0,3 - 4,0,0
9897,40085393,1,5.666666666666667,>5,>0.5,<0.5
9898,40085465,3,0.0,<=2,non-work,non-work
9899,40085467,2,4.0,3 - 4,non-work,non-work
9900,40085503,3,5.0,4 - 5,non-work,non-work
9901,40085507,2,5.0,4 - 5,1,1
9902,40085510,3,6.666666666666667,>5,<0.5,<0.5
9903,40085674,3,7.0,>5,1,0
9904,40085745,3,3.0,2 - 3,non-work,non-work
9905,40085749,3,4.0,3 - 4,non-work,non-work
9906,40085794,4,1.0,<=2,non-work,non-work
9907,40085957,4,6.0,>5,0,0
9908,40085984,1,5.75,>5,0,<0.5
9909,40086031,1,11.0,>5,1,0
9910,40086149,4,0.5,<=2,non-work,non-work
9911,40086157,1,9.0,>5,non-work,non-work
9912,40086222,2,2.6,2 - 3,<0.5,0
9913,40086232,2,3.0,2 - 3,1,0
9914,40086309,2,2.0,<=2,1,0
9915,40086394,2,4.0,3 - 4,1,0
9916,40086473,2,8.0,>5,1,1
9917,40086497,3,1.0,<=2,1,0.5
9918,40086568,4,3.0,2 - 3,non-work,non-work
9919,40086576,4,1.3333333333333333,<=2,<0.5,0
9920,40087135,2,7.0,>5,non-work,non-work
9921,40087263,1,2.0,<=2,1,1
9922,40087863,2,0.0,<=2,non-work,non-work
9923,40087867,3,0.0,<=2,0.5,0
9924,40088055,2,2.0,<=2,1,0
9925,40088197,1,6.75,>5,<0.5,<0.5
9926,40088261,2,5.0,4 - 5,0.5,0.5
9927,40088347,2,9.0,>5,non-work,non-work
9928,40088388,1,2.0,<=2,1,1
9929,40088405,3,7.0,>5,non-work,non-work
9930,40088427,3,1.0,<=2,non-work,non-work
9931,40088442,2,2.4,2 - 3,<0.5,0
9932,40088464,3,1.0,<=2,non-work,non-work
9933,40088975,2,3.5,3 - 4,<0.5,0
9934,40089101,2,2.0,<=2,0.5,<0.5
9935,40089189,2,10.0,>5,1,0
9936,40089205,3,2.5,2 - 3,1,0.5
9937,40089225,3,3.0,2 - 3,>0.5,<0.5
9938,40089240,1,2.0,<=2,1,0.5
9939,40089331,1,7.0,>5,non-work,non-work
9940,40089379,4,2.0,<=2,non-work,non-work
9941,40089439,3,4.0,3 - 4,1,0.5
9942,40089452,2,6.666666666666667,>5,non-work,non-work
9943,40089555,3,0.8,<=2,<0.5,<0.5
9944,40089595,5,0.5,<=2,<0.5,<0.5
9945,40089611,3,4.0,3 - 4,non-work,non-work
9946,40089716,3,1.0,<=2,1,0.5
9947,40089808,2,5.0,4 - 5,0.5,0
9948,40089821,2,2.0,<=2,1,1
9949,40089849,1,1.0,<=2,1,1
9950,40089895,5,0.0,<=2,non-work,non-work
9951,40090110,3,3.0,2 - 3,1,0
9952,40090148,2,3.5,3 - 4,non-work,non-work
9953,40090331,2,2.0,<=2,1,1
9954,40090356,3,5.0,4 - 5,non-work,non-work
9955,40090409,2,5.0,4 - 5,1,0
9956,40090479,1,8.0,>5,1,0
9957,40090847,1,6.0,>5,1,0
9958,40090884,3,9.0,>5,non-work,non-work
9959,40090891,4,0.0,<=2,non-work,non-work
9960,40091001,3,4.0,3 - 4,non-work,non-work
9961,40091025,1,3.5,3 - 4,1,0.5
9962,40091217,2,4.0,3 - 4,1,1
9963,40091362,5,0.0,<=2,non-work,non-work
9964,40091416,3,6.0,>5,1,0
9965,40091418,1,3.5,3 - 4,non-work,non-work
9966,40091444,2,3.5,3 - 4,non-work,non-work
9967,40091543,3,5.0,4 - 5,non-work,non-work
9968,40091727,2,1.0,<=2,non-work,non-work
9969,40091751,3,3.0,2 - 3,1,0.5
9970,40091999,3,2.0,<=2,1,0.5
9971,40092161,2,7.0,>5,1,0
9972,40092218,3,7.333333333333333,>5,1,<0.5
9973,40092457,2,1.5,<=2,>0.5,<0.5
9974,40092537,3,6.5,>5,1,0.5
9975,40092553,2,5.0,4 - 5,1,1
9976,40092620,1,4.4,4 - 5,<0.5,<0.5
9977,40092681,3,5.0,4 - 5,non-work,non-work
9978,40093031,4,1.0,<=2,non-work,non-work
9979,40093034,1,4.0,3 - 4,1,1
9980,40093110,2,3.0,2 - 3,non-work,non-work
9981,40093462,3,1.5,<=2,<0.5,<0.5
9982,40093474,3,4.0,3 - 4,non-work,non-work
9983,40093821,2,4.6,4 - 5,<0.5,<0.5
9984,40093843,2,3.3333333333333335,3 - 4,>0.5,<0.5
9985,40094083,3,8.0,>5,0.5,non-work
9986,40094125,3,4.0,3 - 4,non-work,non-work
9987,40094255,4,4.5,4 - 5,0.5,0
9988,40094453,1,7.0,>5,non-work,non-work
9989,40094471,4,4.75,4 - 5,0.5,<0.5
9990,40094477,3,7.666666666666667,>5,<0.5,<0.5
9991,40094548,1,3.0,2 - 3,0,1
9992,40094645,1,4.0,3 - 4,1,1
9993,40094774,4,4.0,3 - 4,non-work,non-work
9994,40095085,4,9.0,>5,non-work,non-work
9995,40095332,3,5.0,4 - 5,1,0.5
9996,40095490,3,3.0,2 - 3,0.5,0.5
9997,40095575,4,0.0,<=2,non-work,non-work
9998,40095626,3,3.0,2 - 3,non-work,non-work
9999,40095724,3,2.0,<=2,0.5,0.5
10000,40095801,4,2.0,<=2,non-work,non-work
10001,40095869,4,1.3333333333333333,<=2,non-work,non-work
10002,40095888,1,4.666666666666667,4 - 5,>0.5,0
10003,40095984,3,4.0,3 - 4,non-work,non-work
10004,40096104,1,5.0,4 - 5,>0.5,<0.5
10005,40096306,1,5.0,4 - 5,1,1
10006,40096337,5,3.0,2 - 3,non-work,non-work
10007,40096463,3,4.0,3 - 4,non-work,non-work
10008,40096600,2,9.0,>5,non-work,non-work
10009,40096602,3,2.0,<=2,1,0.5
10010,40096654,3,2.0,<=2,1,0
10011,40096713,3,3.0,2 - 3,0,1
10012,40096717,2,4.0,3 - 4,1,0
10013,40096776,1,0.0,<=2,non-work,non-work
10014,40096833,2,0.0,<=2,1,0.5
10015,40096847,2,4.0,3 - 4,non-work,non-work
10016,40096857,3,3.6666666666666665,3 - 4,1,<0.5
10017,40097048,3,3.0,2 - 3,0.5,0
10018,40097117,4,5.0,4 - 5,0.5,0
10019,40097353,3,0.0,<=2,0.5,0
10020,40097486,3,2.0,<=2,non-work,non-work
10021,40097730,4,0.0,<=2,non-work,non-work
10022,40097834,4,3.0,2 - 3,<0.5,<0.5
10023,40097977,2,3.3333333333333335,3 - 4,1,<0.5
10024,40098016,3,7.5,>5,1,0.5
10025,40098110,3,6.0,>5,non-work,non-work
10026,40098139,2,0.0,<=2,non-work,non-work
10027,40098198,2,0.6666666666666666,<=2,<0.5,<0.5
10028,40098241,5,2.0,<=2,non-work,non-work
10029,40098479,4,2.6666666666666665,2 - 3,>0.5,<0.5
10030,40098633,3,0.0,<=2,non-work,non-work
10031,40098634,1,8.5,>5,1,0.5
10032,40098635,4,3.5,3 - 4,non-work,non-work
10033,40098642,2,2.6666666666666665,2 - 3,<0.5,0
10034,40098809,4,7.0,>5,non-work,non-work
10035,40098955,2,4.0,3 - 4,1,1
10036,40099016,4,6.0,>5,1,1
10037,40099365,2,0.0,<=2,0.5,0.5
10038,40099394,3,2.5,2 - 3,non-work,non-work
10039,40099507,3,4.5,4 - 5,0.5,0.5
10040,40099603,4,0.0,<=2,1,1
10041,40099663,2,0.0,<=2,>0.5,<0.5
10042,40099756,5,2.0,<=2,>0.5,<0.5
10043,40099781,2,3.5,3 - 4,0.5,0.5
10044,40099788,1,0.0,<=2,non-work,non-work
10045,40099811,3,10.0,>5,non-work,non-work
10046,40099840,2,0.6666666666666666,<=2,<0.5,0
10047,40099878,3,6.0,>5,<0.5,<0.5
10048,40099956,2,6.0,>5,<0.5,0
10049,40100283,2,0.0,<=2,0.5,0.5
10050,40100324,3,0.0,<=2,non-work,non-work
10051,40100545,4,1.5,<=2,<0.5,<0.5
10052,40100649,2,6.0,>5,non-work,non-work
10053,40100732,1,11.333333333333334,>5,>0.5,<0.5
10054,40101025,2,0.0,<=2,>0.5,<0.5
10055,40101047,2,4.0,3 - 4,1,0
10056,40101126,3,2.3333333333333335,2 - 3,>0.5,0
10057,40101164,3,8.0,>5,non-work,non-work
10058,40101351,2,4.0,3 - 4,non-work,non-work
10059,40101378,2,4.0,3 - 4,non-work,non-work
10060,40101402,2,3.0,2 - 3,non-work,non-work
10061,40101424,2,1.0,<=2,0.5,0
10062,40101457,4,1.5,<=2,0.5,0
10063,40101488,4,2.0,<=2,non-work,non-work
10064,40101590,2,3.0,2 - 3,1,1
10065,40101636,1,5.0,4 - 5,1,0
10066,40101654,1,0.0,<=2,non-work,non-work
10067,40101699,2,0.0,<=2,non-work,non-work
10068,40101865,2,4.666666666666667,4 - 5,>0.5,<0.5
10069,40101978,3,2.0,<=2,non-work,non-work
10070,40102001,2,3.0,2 - 3,<0.5,<0.5
10071,40102052,2,6.0,>5,non-work,non-work
10072,40102132,2,5.5,>5,non-work,non-work
10073,40102211,4,0.0,<=2,non-work,non-work
10074,40102293,3,2.0,<=2,0.5,0
10075,40102387,2,6.0,>5,1,1
10076,40102413,4,7.75,>5,<0.5,<0.5
10077,40102549,3,2.5,2 - 3,non-work,non-work
10078,40102575,4,1.5,<=2,0.5,0.5
10079,40102687,1,5.0,4 - 5,1,1
10080,40102762,4,2.0,<=2,non-work,non-work
10081,40102892,2,4.0,3 - 4,1,0
10082,40102927,2,4.333333333333333,4 - 5,<0.5,0
10083,40102973,3,4.0,3 - 4,>0.5,<0.5
10084,40103026,2,2.0,<=2,1,0.5
10085,40103160,3,3.8,3 - 4,>0.5,<0.5
10086,40103225,4,2.0,<=2,non-work,non-work
10087,40103291,3,0.0,<=2,non-work,non-work
10088,40103328,4,1.0,<=2,non-work,non-work
10089,40103557,1,5.0,4 - 5,1,0
10090,40103586,4,6.5,>5,1,0.5
10091,40103602,4,3.0,2 - 3,0.5,0
10092,40103688,2,6.0,>5,non-work,non-work
10093,40103792,4,3.75,3 - 4,0.5,<0.5
10094,40103870,2,6.0,>5,1,0
10095,40103928,4,1.0,<=2,0.5,0
10096,40104186,3,2.5,2 - 3,non-work,non-work
10097,40104321,2,10.0,>5,0.5,0
10098,40104346,4,2.0,<=2,0.5,0.5
10099,40105032,2,2.5,2 - 3,non-work,non-work
10100,40105148,3,3.0,2 - 3,1,0.5
10101,40105294,2,4.0,3 - 4,non-work,non-work
10102,40105379,4,5.0,4 - 5,non-work,non-work
10103,40105668,3,6.0,>5,1,0
10104,40105709,4,1.0,<=2,non-work,non-work
10105,40105962,5,1.0,<=2,non-work,non-work
10106,40105980,3,4.5,4 - 5,1,0.5
10107,40106096,1,4.0,3 - 4,0.5,0
10108,40106251,2,2.5,2 - 3,0.5,0.5
10109,40106352,1,9.0,>5,1,0
10110,40106389,3,6.0,>5,non-work,non-work
10111,40106535,3,2.0,<=2,non-work,non-work
10112,40106545,1,7.0,>5,1,0
10113,40106647,2,5.0,4 - 5,0.5,0.5
10114,40106703,4,3.0,2 - 3,non-work,non-work
10115,40106753,1,4.0,3 - 4,0.5,0
10116,40106763,1,2.0,<=2,non-work,non-work
10117,40106788,4,1.5,<=2,<0.5,<0.5
10118,40106853,3,0.0,<=2,1,0.5
10119,40106967,5,2.0,<=2,non-work,non-work
10120,40107048,2,6.0,>5,<0.5,<0.5
10121,40107178,3,5.0,4 - 5,1,0.5
10122,40107236,3,6.0,>5,non-work,non-work
10123,40107404,2,6.0,>5,non-work,non-work
10124,40107458,2,4.0,3 - 4,non-work,non-work
10125,40107530,3,3.0,2 - 3,non-work,non-work
10126,40107556,4,0.0,<=2,>0.5,<0.5
10127,40107584,2,6.0,>5,0.5,0.5
10128,40107673,5,0.0,<=2,non-work,non-work
10129,40107711,1,5.0,4 - 5,1,1
10130,40107747,3,3.6666666666666665,3 - 4,>0.5,<0.5
10131,40107863,3,3.0,2 - 3,1,1
10132,40107885,2,8.0,>5,>0.5,<0.5
10133,40107888,4,6.0,>5,0.5,0
10134,40108072,4,2.6666666666666665,2 - 3,non-work,non-work
10135,40108121,2,7.0,>5,non-work,non-work
10136,40108340,4,4.0,3 - 4,1,1
10137,40108406,1,4.2,4 - 5,non-work,non-work
10138,40108413,3,4.5,4 - 5,0.5,0.5
10139,40108460,1,6.0,>5,1,1
10140,40108508,3,2.0,<=2,non-work,non-work
10141,40108538,4,0.0,<=2,0.5,0
10142,40108585,1,6.5,>5,1,0
10143,40108607,3,4.0,3 - 4,non-work,non-work
10144,40108629,2,2.0,<=2,non-work,non-work
10145,40108783,3,1.0,<=2,0.5,0.5
10146,40108816,3,3.0,2 - 3,non-work,non-work
10147,40108892,5,1.0,<=2,0.5,0.5
10148,40108921,3,0.0,<=2,0.5,0.5
10149,40109054,2,2.0,<=2,non-work,non-work
10150,40109156,3,6.0,>5,0.5,<0.5
10151,40109246,4,0.0,<=2,non-work,non-work
10152,40109366,1,2.125,2 - 3,<0.5,0
10153,40109469,4,0.0,<=2,<0.5,0
10154,40109570,3,4.5,4 - 5,non-work,non-work
10155,40109790,1,6.5,>5,0.5,0.5
10156,40109876,4,1.0,<=2,>0.5,0
10157,40110083,4,4.0,3 - 4,non-work,non-work
10158,40110212,3,1.0,<=2,0.5,0
10159,40110235,3,1.75,<=2,0.5,<0.5
10160,40110254,1,1.0,<=2,0.5,0
10161,40110268,3,1.0,<=2,1,<0.5
10162,40110303,2,6.0,>5,1,0.5
10163,40110322,3,5.0,4 - 5,0.5,0.5
10164,40110470,3,4.5,4 - 5,non-work,non-work
10165,40110503,1,3.0,2 - 3,>0.5,<0.5
10166,40110531,3,5.0,4 - 5,non-work,non-work
10167,40110568,5,4.0,3 - 4,non-work,non-work
10168,40110635,5,3.75,3 - 4,non-work,non-work
10169,40110719,4,2.5,2 - 3,1,0
10170,40110870,2,1.5,<=2,0.5,0
10171,40111025,3,1.5,<=2,0.5,0
10172,40111228,3,3.0,2 - 3,1,0
10173,40111259,4,0.0,<=2,non-work,non-work
10174,40111310,3,1.0,<=2,non-work,non-work
10175,40111467,3,2.5,2 - 3,0.5,<0.5
10176,40111474,4,0.0,<=2,non-work,non-work
10177,40111597,3,4.0,3 - 4,non-work,non-work
10178,40111651,3,4.0,3 - 4,0.5,0.5
10179,40111734,1,2.6666666666666665,2 - 3,<0.5,0
10180,40111764,3,3.0,2 - 3,non-work,non-work
10181,40111993,2,4.0,3 - 4,1,0.5
10182,40112011,3,4.0,3 - 4,non-work,non-work
10183,40112074,1,6.0,>5,0.5,0
10184,40112165,3,3.0,2 - 3,<0.5,<0.5
10185,40112201,2,5.0,4 - 5,1,0
10186,40112712,4,3.0,2 - 3,non-work,non-work
10187,40112886,2,4.0,3 - 4,0,0
10188,40113128,3,1.0,<=2,0.5,0.5
10189,40113139,3,10.0,>5,0,0.5
10190,40113177,3,4.0,3 - 4,non-work,non-work
10191,40113211,2,1.0,<=2,0.5,0.5
10192,40113271,4,0.0,<=2,non-work,non-work
10193,40113476,1,4.0,3 - 4,>0.5,<0.5
10194,40113684,2,2.8,2 - 3,<0.5,0
10195,40113695,4,0.0,<=2,non-work,non-work
10196,40113796,2,4.333333333333333,4 - 5,<0.5,0
10197,40113889,4,2.0,<=2,non-work,non-work
10198,40113938,3,4.0,3 - 4,1,0
10199,40113942,4,2.6666666666666665,2 - 3,<0.5,<0.5
10200,40113970,3,0.0,<=2,non-work,non-work
10201,40114023,5,3.0,2 - 3,non-work,non-work
10202,40114046,3,0.0,<=2,non-work,non-work
10203,40114113,2,4.5,4 - 5,0.5,<0.5
10204,40114141,3,5.666666666666667,>5,>0.5,<0.5
10205,40114161,2,3.0,2 - 3,0.5,<0.5
10206,40114205,1,6.5,>5,non-work,non-work
10207,40114245,3,3.0,2 - 3,0,1
10208,40114331,3,3.5,3 - 4,1,0.5
10209,40114336,3,3.0,2 - 3,non-work,non-work
10210,40114423,3,5.0,4 - 5,non-work,non-work
10211,40114521,1,3.5,3 - 4,1,<0.5
10212,40114850,1,10.0,>5,non-work,non-work
10213,40114967,2,7.0,>5,0.5,0
10214,40114969,3,5.0,4 - 5,0.5,0.5
10215,40115009,4,2.3333333333333335,2 - 3,>0.5,<0.5
10216,40115014,2,5.666666666666667,>5,<0.5,0
10217,40115352,3,0.0,<=2,non-work,non-work
10218,40115429,3,2.0,<=2,non-work,non-work
10219,40115439,3,2.0,<=2,<0.5,<0.5
10220,40115443,4,8.5,>5,1,0.5
10221,40115474,3,1.0,<=2,0.5,0
10222,40115526,3,5.0,4 - 5,1,0
10223,40115535,5,4.0,3 - 4,non-work,non-work
10224,40115750,3,3.0,2 - 3,non-work,non-work
10225,40115968,1,6.0,>5,non-work,non-work
10226,40116213,2,6.0,>5,0.5,0
10227,40116268,4,3.4285714285714284,3 - 4,<0.5,<0.5
10228,40116313,2,2.5,2 - 3,0.5,0.5
10229,40116405,2,1.5,<=2,non-work,non-work
10230,40116497,3,6.75,>5,non-work,non-work
10231,40116594,4,2.2,2 - 3,<0.5,<0.5
10232,40116774,1,3.0,2 - 3,1,0
10233,40117096,3,4.0,3 - 4,1,0
10234,40117240,2,4.5,4 - 5,0.5,<0.5
10235,40117338,3,7.0,>5,non-work,non-work
10236,40117490,4,1.5,<=2,<0.5,<0.5
10237,40117651,5,2.0,<=2,non-work,non-work
10238,40117786,3,9.0,>5,>0.5,<0.5
10239,40117855,4,2.0,<=2,non-work,non-work
10240,40117940,3,2.5,2 - 3,<0.5,<0.5
10241,40117978,2,3.5,3 - 4,non-work,non-work
10242,40118005,4,0.0,<=2,non-work,non-work
10243,40118244,3,1.3333333333333333,<=2,1,<0.5
10244,40118474,2,7.0,>5,1,1
10245,40118481,1,2.0,<=2,1,1
10246,40118491,3,9.0,>5,non-work,non-work
10247,40118530,3,4.0,3 - 4,<0.5,0
10248,40118547,4,2.5,2 - 3,non-work,non-work
10249,40118564,3,4.0,3 - 4,>0.5,<0.5
10250,40118650,2,4.0,3 - 4,non-work,non-work
10251,40118774,2,4.5,4 - 5,1,0.5
10252,40118980,1,0.0,<=2,non-work,non-work
10253,40118991,1,2.0,<=2,0.5,0
10254,40119024,2,0.0,<=2,non-work,non-work
10255,40119111,2,1.5,<=2,non-work,non-work
10256,40119208,3,3.0,2 - 3,0,0
10257,40119237,2,1.0,<=2,non-work,non-work
10258,40119310,2,3.5,3 - 4,1,0.5
10259,40119329,2,3.0,2 - 3,0.5,0
10260,40119363,3,10.0,>5,0,0.5
10261,40119421,2,4.0,3 - 4,non-work,non-work
10262,40119573,3,3.0,2 - 3,non-work,non-work
10263,40119593,1,4.0,3 - 4,>0.5,<0.5
10264,40119605,1,7.0,>5,non-work,non-work
10265,40119608,3,0.0,<=2,non-work,non-work
10266,40119655,2,2.0,<=2,non-work,non-work
10267,40119671,5,4.5,4 - 5,0.5,0
10268,40119690,3,0.0,<=2,1,0
10269,40119806,2,8.5,>5,0,0
10270,40119871,2,2.0,<=2,1,0
10271,40119934,2,2.0,<=2,0.5,0.5
10272,40119958,3,5.0,4 - 5,<0.5,<0.5
10273,40120056,3,0.0,<=2,non-work,non-work
10274,40120103,4,5.0,4 - 5,non-work,non-work
10275,40120517,3,5.0,4 - 5,non-work,non-work
10276,40120618,3,3.0,2 - 3,non-work,non-work
10277,40120678,3,0.0,<=2,non-work,non-work
10278,40120693,4,0.5,<=2,0.5,<0.5
10279,40120881,5,0.0,<=2,non-work,non-work
10280,40120990,2,3.5,3 - 4,0.5,<0.5
10281,40121101,2,5.0,4 - 5,1,0
10282,40121107,3,4.0,3 - 4,non-work,non-work
10283,40121172,3,0.0,<=2,non-work,non-work
10284,40121258,3,6.0,>5,non-work,non-work
10285,40121385,1,1.3333333333333333,<=2,<0.5,<0.5
10286,40121398,1,5.0,4 - 5,non-work,non-work
10287,40121524,2,3.0,2 - 3,non-work,non-work
10288,40121553,5,0.0,<=2,non-work,non-work
10289,40121660,1,7.0,>5,non-work,non-work
10290,40121816,1,7.0,>5,non-work,non-work
10291,40121982,3,5.0,4 - 5,non-work,non-work
10292,40122047,5,2.0,<=2,non-work,non-work
10293,40122134,5,0.0,<=2,non-work,non-work
10294,40122183,2,6.333333333333333,>5,<0.5,<0.5
10295,40122262,3,0.0,<=2,1,0
10296,40122272,2,4.0,3 - 4,0,0
10297,40122410,3,3.0,2 - 3,non-work,non-work
10298,40122531,2,2.0,<=2,0.5,0
10299,40122583,2,2.6666666666666665,2 - 3,0.5,0
10300,40122828,2,4.0,3 - 4,1,0
10301,40122858,3,0.0,<=2,0.5,0
10302,40122891,2,2.0,<=2,1,0
10303,40122901,4,0.0,<=2,1,1
10304,40122925,1,4.0,3 - 4,1,1
10305,40122996,3,10.0,>5,1,0
10306,40123067,2,3.0,2 - 3,1,0
10307,40123083,2,4.0,3 - 4,non-work,non-work
10308,40123147,3,0.0,<=2,non-work,non-work
10309,40123358,3,0.5,<=2,<0.5,<0.5
10310,40123428,2,0.0,<=2,non-work,non-work
10311,40123499,5,3.0,2 - 3,non-work,non-work
10312,40123615,3,3.5,3 - 4,0,0
10313,40123695,2,5.5,>5,1,0.5
10314,40123989,5,0.0,<=2,non-work,non-work
10315,40124024,2,7.0,>5,0,1
10316,40124079,4,1.0,<=2,non-work,non-work
10317,40124348,3,2.5,2 - 3,<0.5,<0.5
10318,40124390,3,1.0,<=2,0.5,0.5
10319,40124578,3,9.0,>5,non-work,non-work
10320,40124618,2,3.0,2 - 3,non-work,non-work
10321,40124785,3,1.6666666666666667,<=2,<0.5,0
10322,40124951,5,3.0,2 - 3,0.5,<0.5
10323,40125325,3,3.0,2 - 3,1,0.5
10324,40125753,1,2.5,2 - 3,0.5,<0.5
10325,40125777,3,4.0,3 - 4,non-work,non-work
10326,40125994,4,4.0,3 - 4,0.5,0.5
10327,40126001,4,5.5,>5,1,0
10328,40126026,4,3.0,2 - 3,non-work,non-work
10329,40126069,3,2.0,<=2,1,0.5
10330,40126072,1,3.0,2 - 3,1,0
10331,40126103,1,2.0,<=2,<0.5,<0.5
10332,40126416,3,3.2,3 - 4,<0.5,<0.5
10333,40126493,2,4.0,3 - 4,0.5,0
10334,40126561,4,4.666666666666667,4 - 5,non-work,non-work
10335,40126713,5,4.0,3 - 4,non-work,non-work
10336,40127096,4,3.0,2 - 3,1,0
10337,40127097,2,3.0,2 - 3,1,1
10338,40127155,3,2.5,2 - 3,non-work,non-work
10339,40127192,4,3.3333333333333335,3 - 4,<0.5,<0.5
10340,40127295,1,2.5,2 - 3,0.5,0.5
10341,40127329,2,6.0,>5,non-work,non-work
10342,40127435,4,5.0,4 - 5,>0.5,<0.5
10343,40127745,2,8.0,>5,non-work,non-work
10344,40127802,2,2.0,<=2,non-work,non-work
10345,40128047,3,2.5,2 - 3,non-work,non-work
10346,40128075,3,2.0,<=2,non-work,non-work
10347,40128183,2,5.0,4 - 5,<0.5,0
10348,40128188,5,3.0,2 - 3,non-work,non-work
10349,40128301,2,3.5,3 - 4,0.5,0.5
10350,40128390,5,1.0,<=2,non-work,non-work
10351,40128737,2,4.0,3 - 4,non-work,non-work
10352,40128917,4,6.5,>5,0.5,0.5
10353,40128958,3,3.0,2 - 3,0.5,0.5
10354,40128971,1,2.0,<=2,non-work,non-work
10355,40129249,2,3.0,2 - 3,<0.5,<0.5
10356,40129261,2,1.3333333333333333,<=2,<0.5,<0.5
10357,40129269,3,2.0,<=2,non-work,non-work
10358,40129276,3,3.3333333333333335,3 - 4,>0.5,<0.5
10359,40129357,1,2.0,<=2,<0.5,0
10360,40129379,2,4.0,3 - 4,non-work,non-work
10361,40129436,1,5.5,>5,0.5,0
10362,40129501,3,2.0,<=2,>0.5,<0.5
10363,40129702,2,1.0,<=2,<0.5,<0.5
10364,40129893,1,3.75,3 - 4,>0.5,<0.5
10365,40129950,4,2.6666666666666665,2 - 3,<0.5,<0.5
10366,40129966,2,5.0,4 - 5,non-work,non-work
10367,40130016,1,4.0,3 - 4,non-work,non-work
10368,40130045,1,6.0,>5,non-work,non-work
10369,40130142,3,3.5,3 - 4,>0.5,<0.5
10370,40130749,2,0.0,<=2,non-work,non-work
10371,40130860,1,2.3333333333333335,2 - 3,>0.5,<0.5
10372,40130884,3,5.0,4 - 5,non-work,non-work
10373,40130961,3,3.0,2 - 3,non-work,non-work
10374,40131044,3,8.0,>5,non-work,non-work
10375,40131262,2,3.0,2 - 3,1,0.5
10376,40131336,2,2.5,2 - 3,0.5,0
10377,40131428,3,0.0,<=2,non-work,non-work
10378,40131504,2,2.3333333333333335,2 - 3,1,<0.5
10379,40131539,1,3.0,2 - 3,0,0
10380,40131583,3,4.5,4 - 5,non-work,non-work
10381,40131660,2,4.0,3 - 4,non-work,non-work
10382,40131717,2,2.3333333333333335,2 - 3,<0.5,<0.5
10383,40131922,4,3.5,3 - 4,non-work,non-work
10384,40132238,1,3.0,2 - 3,1,0
10385,40132253,2,3.25,3 - 4,<0.5,0
10386,40132311,5,5.5,>5,0.5,0
10387,40132328,2,2.0,<=2,1,1
10388,40132359,3,7.333333333333333,>5,>0.5,<0.5
10389,40132408,2,5.5,>5,0.5,0.5
10390,40132878,2,0.0,<=2,non-work,non-work
10391,40132886,3,1.0,<=2,1,0
10392,40132969,3,6.0,>5,1,0.5
10393,40133033,2,8.0,>5,non-work,non-work
10394,40133076,2,2.0,<=2,0,0
10395,40133111,4,0.5,<=2,non-work,non-work
10396,40133143,3,6.5,>5,non-work,non-work
10397,40133224,3,0.0,<=2,0.5,0
10398,40133280,3,2.0,<=2,non-work,non-work
10399,40133364,1,3.5,3 - 4,0.5,0
10400,40133389,1,5.0,4 - 5,non-work,non-work
10401,40133431,2,0.0,<=2,non-work,non-work
10402,40133442,4,1.6666666666666667,<=2,0.5,<0.5
10403,40133565,3,2.3333333333333335,2 - 3,<0.5,0
10404,40133609,3,2.0,<=2,1,0
10405,40133680,1,3.0,2 - 3,1,1
10406,40133685,2,7.0,>5,1,0
10407,40133742,3,1.75,<=2,<0.5,0
10408,40133754,2,3.0,2 - 3,0.5,<0.5
10409,40133765,2,4.0,3 - 4,1,0
10410,40133782,2,6.0,>5,0.5,0
10411,40133880,3,5.5,>5,non-work,non-work
10412,40133912,2,1.0,<=2,1,1
10413,40133940,4,2.0,<=2,non-work,non-work
