,HOUSEID,HHFAMINC,WALK,TAXI,BUS,TRAIN,WALK2SAVE,BIKE2SAVE,PTRANS,HHRELATD,WRKCOUNT,LIF_CYC,URBAN,URBANSIZE,DRVRCNTPROP,HIGH_EDUC,HOMEOWN,WRKCOUNT_ratio,HHSIZE_cleaned,FT_ratio,AVG_WORK_DIST,one_job,flexible_work,HIGH_EDUC,URBANSIZE,URBAN,LIF_CYC,HHRELATD,PTRANS,BIKE2SAVE,WALK2SAVE,TRAIN,BUS,TAXI,WALK,HOMEOWN_HOME_OWN,HOMEOWN_HOME_RENT,WRKCOUNT_ratio_0,WRKCOUNT_ratio_1,WRKCOUNT_ratio_<0.5,WRKCOUNT_ratio_>0.5,HHSIZE_cleaned_1,HHSIZE_cleaned_2,HHSIZE_cleaned_>2,FT_ratio_0,FT_ratio_0.5,FT_ratio_1,FT_ratio_<0.5,FT_ratio_>0.5,FT_ratio_non-work,AVG_WORK_DIST_10 - 15 miles,AVG_WORK_DIST_5-10 miles,AVG_WORK_DIST_<=5 miles,AVG_WORK_DIST_>15 miles,AVG_WORK_DIST_Not Sure,one_job_0,one_job_0.5,one_job_1,one_job_<0.5,one_job_>0.5,one_job_non-work,flexible_work_0,flexible_work_0.5,flexible_work_1,flexible_work_<0.5,flexible_work_non-work
815,30050775,1.0,2.0,5,3,4,1.0,3.0,4.0,1,0.0,2,1,5,0.0,2.0,HOME_RENT,0,2,non-work,Not Sure,non-work,non-work,2.0,5,1,2,1,4.0,3.0,1.0,4,3,5,2.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
816,30050822,,1.0,-9,-9,1,4.0,3.0,2.0,1,0.5,10,4,6,1.0,5.0,HOME_OWN,>0.5,2,0.5,>15 miles,0.5,0,5.0,6,4,10,1,2.0,3.0,4.0,1,-9,-9,1.0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
817,30051194,4.0,,-9,-9,-9,4.0,5.0,5.0,2,1.0,1,2,6,1.0,4.0,HOME_RENT,1,1,0,Not Sure,1,0,4.0,6,2,1,2,5.0,5.0,4.0,-9,-9,-9,,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
818,30051283,1.0,3.0,4,4,4,1.0,1.0,1.0,1,0.0,2,1,1,0.6666666666666666,3.0,HOME_RENT,0,>2,non-work,Not Sure,non-work,non-work,3.0,1,1,2,1,1.0,1.0,1.0,4,4,4,3.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
819,30051388,5.0,5.0,5,5,5,4.0,4.0,4.0,1,0.5,10,1,1,1.0,3.0,HOME_OWN,>0.5,2,non-work,Not Sure,non-work,non-work,3.0,1,1,10,1,4.0,4.0,4.0,5,5,5,5.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
820,30051433,3.0,3.0,5,4,5,5.0,5.0,5.0,2,0.0,9,4,6,1.0,3.0,HOME_OWN,0,1,non-work,Not Sure,non-work,non-work,3.0,6,4,9,2,5.0,5.0,5.0,5,4,5,3.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
821,30051459,4.0,4.0,5,5,5,4.0,4.0,4.0,1,0.0,10,1,1,1.0,2.0,HOME_OWN,0,2,non-work,Not Sure,non-work,non-work,2.0,1,1,10,1,4.0,4.0,4.0,5,5,5,4.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
822,30051509,2.0,5.0,5,5,5,5.0,5.0,5.0,2,0.0,1,2,6,1.0,2.0,HOME_OWN,0,1,non-work,Not Sure,non-work,non-work,2.0,6,2,1,2,5.0,5.0,5.0,5,5,5,5.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
823,30051620,3.0,2.0,5,5,5,5.0,5.0,5.0,2,0.0,9,2,6,1.0,3.0,HOME_RENT,0,1,non-work,Not Sure,non-work,non-work,3.0,6,2,9,2,5.0,5.0,5.0,5,5,5,2.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
824,30051621,4.0,4.0,5,5,4,4.0,4.0,4.0,2,1.0,1,1,5,1.0,3.0,HOME_OWN,1,1,1,>15 miles,0,0,3.0,5,1,1,2,4.0,4.0,4.0,4,5,5,4.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
825,30051630,3.0,1.0,3,3,1,1.0,3.0,,2,0.0,1,1,5,0.0,3.0,HOME_RENT,0,1,non-work,Not Sure,non-work,non-work,3.0,5,1,1,2,,3.0,1.0,1,3,3,1.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
826,30051861,6.0,4.0,4,4,5,4.0,5.0,4.0,1,0.0,10,1,1,0.5,5.0,HOME_OWN,0,2,non-work,Not Sure,non-work,non-work,5.0,1,1,10,1,4.0,5.0,4.0,5,4,4,4.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
827,30051875,7.0,1.0,5,5,5,4.0,4.0,4.0,1,1.0,2,4,6,1.0,5.0,HOME_OWN,1,2,1,10 - 15 miles,1,0.5,5.0,6,4,2,1,4.0,4.0,4.0,5,5,5,1.0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
828,30051944,8.0,1.0,5,5,4,4.0,,3.0,1,0.0,10,4,6,1.0,5.0,HOME_OWN,0,2,non-work,Not Sure,non-work,non-work,5.0,6,4,10,1,3.0,,4.0,4,5,5,1.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
829,30051961,5.0,5.0,5,5,5,5.0,5.0,5.0,1,0.5,3,1,3,0.5,5.0,HOME_OWN,>0.5,2,0,5-10 miles,0.5,0.5,5.0,3,1,3,1,5.0,5.0,5.0,5,5,5,5.0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
830,30052039,,2.0,5,5,5,2.0,5.0,5.0,1,1.0,2,1,3,1.0,5.0,HOME_OWN,1,2,1,10 - 15 miles,1,0.5,5.0,3,1,2,1,5.0,5.0,2.0,5,5,5,2.0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
831,30052063,4.0,5.0,5,5,5,4.0,4.0,4.0,1,0.5,2,2,6,1.0,2.0,HOME_OWN,>0.5,2,non-work,Not Sure,non-work,non-work,2.0,6,2,2,1,4.0,4.0,4.0,5,5,5,5.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
832,30052095,6.0,3.0,5,5,5,4.0,4.0,4.0,1,1.0,7,1,1,1.0,5.0,HOME_OWN,1,2,0.5,<=5 miles,0.5,0.5,5.0,1,1,7,1,4.0,4.0,4.0,5,5,5,3.0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
833,30052124,2.0,1.0,4,2,5,1.0,3.0,1.0,2,0.0,6,1,1,0.3333333333333333,2.0,HOME_RENT,0,>2,non-work,Not Sure,non-work,non-work,2.0,1,1,6,2,1.0,3.0,1.0,5,2,4,1.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
834,30052143,5.0,1.0,5,4,5,5.0,5.0,4.0,1,0.0,10,1,2,1.0,4.0,HOME_OWN,0,2,non-work,Not Sure,non-work,non-work,4.0,2,1,10,1,4.0,5.0,5.0,5,4,5,1.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
835,30052209,2.0,5.0,5,5,5,5.0,5.0,5.0,1,0.0,10,1,1,1.0,5.0,HOME_OWN,0,2,non-work,Not Sure,non-work,non-work,5.0,1,1,10,1,5.0,5.0,5.0,5,5,5,5.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
836,30052240,11.0,2.0,5,5,4,5.0,5.0,3.0,1,0.6,6,1,5,0.4,5.0,HOME_OWN,>0.5,>2,<0.5,>15 miles,>0.5,<0.5,5.0,5,1,6,1,3.0,5.0,5.0,4,5,5,2.0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
837,30052306,6.0,2.0,5,5,5,3.0,5.0,5.0,2,0.0,9,4,6,1.0,3.0,HOME_OWN,0,1,non-work,Not Sure,non-work,non-work,3.0,6,4,9,2,5.0,5.0,3.0,5,5,5,2.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
838,30052360,9.0,1.0,5,5,5,4.0,4.0,4.0,1,1.0,2,4,6,1.0,4.0,HOME_OWN,1,2,1,<=5 miles,1,0.5,4.0,6,4,2,1,4.0,4.0,4.0,5,5,5,1.0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
839,30052393,7.0,,-9,-9,-9,4.0,4.0,2.0,1,0.2,6,1,2,0.4,3.0,HOME_OWN,<0.5,>2,<0.5,>15 miles,<0.5,<0.5,3.0,2,1,6,1,2.0,4.0,4.0,-9,-9,-9,,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
840,30052503,5.0,,-9,-9,-9,,,,2,1.0,1,1,1,1.0,3.0,HOME_OWN,1,1,non-work,Not Sure,non-work,non-work,3.0,1,1,1,2,,,,-9,-9,-9,,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
841,30052528,8.0,2.0,-9,-9,-9,2.0,4.0,4.0,1,0.5,10,1,3,0.75,3.0,HOME_OWN,>0.5,>2,0.5,10 - 15 miles,0.5,<0.5,3.0,3,1,10,1,4.0,4.0,2.0,-9,-9,-9,2.0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
842,30052592,10.0,2.0,4,4,4,4.0,4.0,3.0,1,0.6666666666666666,2,1,3,1.0,5.0,HOME_OWN,>0.5,>2,>0.5,5-10 miles,>0.5,<0.5,5.0,3,1,2,1,3.0,4.0,4.0,4,4,4,2.0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
843,30052652,8.0,4.0,5,5,4,4.0,4.0,3.0,1,0.3333333333333333,6,1,5,0.6666666666666666,3.0,HOME_OWN,<0.5,>2,<0.5,Not Sure,0,<0.5,3.0,5,1,6,1,3.0,4.0,4.0,4,5,5,4.0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
844,30052877,10.0,2.0,5,4,5,3.0,3.0,3.0,2,0.0,9,2,6,1.0,5.0,HOME_RENT,0,1,non-work,Not Sure,non-work,non-work,5.0,6,2,9,2,3.0,3.0,3.0,5,4,5,2.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
845,30052888,10.0,5.0,4,5,5,5.0,5.0,5.0,1,0.6666666666666666,4,1,3,0.6666666666666666,5.0,HOME_OWN,>0.5,>2,>0.5,>15 miles,>0.5,0,5.0,3,1,4,1,5.0,5.0,5.0,5,5,4,5.0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
846,30053075,7.0,5.0,5,5,5,4.0,4.0,4.0,2,1.0,1,1,2,1.0,4.0,HOME_RENT,1,1,1,<=5 miles,1,1,4.0,2,1,1,2,4.0,4.0,4.0,5,5,5,5.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
847,30053111,6.0,4.0,5,5,5,3.0,3.0,4.0,1,0.25,6,1,1,0.5,5.0,HOME_OWN,<0.5,>2,0,Not Sure,<0.5,0,5.0,1,1,6,1,4.0,3.0,3.0,5,5,5,4.0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
848,30053156,1.0,1.0,3,1,5,1.0,4.0,1.0,2,0.0,9,1,1,0.0,3.0,HOME_OWN,0,1,non-work,Not Sure,non-work,non-work,3.0,1,1,9,2,1.0,4.0,1.0,5,1,3,1.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
849,30053309,5.0,5.0,5,5,5,4.0,4.0,4.0,1,0.3333333333333333,10,4,6,0.6666666666666666,3.0,HOME_OWN,<0.5,>2,0,5-10 miles,<0.5,<0.5,3.0,6,4,10,1,4.0,4.0,4.0,5,5,5,5.0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
850,30053341,7.0,1.0,4,4,1,2.0,5.0,2.0,2,1.0,1,1,5,1.0,4.0,HOME_RENT,1,1,1,5-10 miles,1,1,4.0,5,1,1,2,2.0,5.0,2.0,1,4,4,1.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
851,30053352,6.0,4.0,5,4,4,2.0,2.0,2.0,1,0.6666666666666666,8,4,6,0.6666666666666666,2.0,HOME_OWN,>0.5,>2,<0.5,>15 miles,>0.5,<0.5,2.0,6,4,8,1,2.0,2.0,2.0,4,4,5,4.0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
852,30053479,9.0,2.0,5,4,5,2.0,5.0,5.0,1,1.0,2,1,3,1.0,5.0,HOME_OWN,1,2,1,>15 miles,1,0.5,5.0,3,1,2,1,5.0,5.0,2.0,5,4,5,2.0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
853,30053560,10.0,2.0,4,5,5,3.0,4.0,4.0,1,1.0,2,1,2,1.0,5.0,HOME_OWN,1,2,1,>15 miles,1,0.5,5.0,2,1,2,1,4.0,4.0,3.0,5,5,4,2.0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
854,30053611,6.0,4.0,5,5,4,2.0,5.0,5.0,2,0.0,9,1,3,1.0,2.0,HOME_OWN,0,1,non-work,Not Sure,non-work,non-work,2.0,3,1,9,2,5.0,5.0,2.0,4,5,5,4.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
855,30053639,7.0,1.0,5,5,5,3.0,3.0,5.0,2,1.0,1,1,1,1.0,3.0,HOME_OWN,1,1,1,<=5 miles,1,0,3.0,1,1,1,2,5.0,3.0,3.0,5,5,5,1.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
856,30053642,7.0,2.0,5,5,5,4.0,4.0,5.0,1,0.5,2,1,3,1.0,4.0,HOME_OWN,>0.5,2,0.5,5-10 miles,0.5,0.5,4.0,3,1,2,1,5.0,4.0,4.0,5,5,5,2.0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
857,30053703,2.0,1.0,4,2,4,2.0,3.0,2.0,1,0.5,2,1,5,1.0,4.0,HOME_OWN,>0.5,2,0,5-10 miles,0.5,0.5,4.0,5,1,2,1,2.0,3.0,2.0,4,2,4,1.0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
858,30053724,6.0,4.0,5,5,5,5.0,5.0,5.0,1,0.6666666666666666,6,2,6,0.6666666666666666,4.0,HOME_OWN,>0.5,>2,>0.5,>15 miles,>0.5,<0.5,4.0,6,2,6,1,5.0,5.0,5.0,5,5,5,4.0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
859,30053775,7.0,2.0,5,5,5,3.0,3.0,5.0,1,0.8,8,1,3,1.0,5.0,HOME_OWN,>0.5,>2,<0.5,5-10 miles,>0.5,<0.5,5.0,3,1,8,1,5.0,3.0,3.0,5,5,5,2.0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
860,30053782,4.0,3.0,5,5,5,3.0,4.0,4.0,2,1.0,1,4,6,1.0,2.0,HOME_RENT,1,1,0,>15 miles,1,1,2.0,6,4,1,2,4.0,4.0,3.0,5,5,5,3.0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
861,30053835,3.0,1.0,5,5,5,2.0,3.0,4.0,1,0.3333333333333333,5,2,6,0.6666666666666666,3.0,HOME_OWN,<0.5,>2,0,5-10 miles,<0.5,<0.5,3.0,6,2,5,1,4.0,3.0,2.0,5,5,5,1.0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
862,30053990,8.0,4.0,5,5,5,3.0,3.0,3.0,1,1.0,2,1,3,1.0,5.0,HOME_OWN,1,2,1,5-10 miles,1,0.5,5.0,3,1,2,1,3.0,3.0,3.0,5,5,5,4.0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
863,30053993,7.0,1.0,5,5,4,4.0,3.0,3.0,1,0.6666666666666666,4,2,6,0.6666666666666666,5.0,HOME_OWN,>0.5,>2,>0.5,<=5 miles,<0.5,<0.5,5.0,6,2,4,1,3.0,3.0,4.0,4,5,5,1.0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
864,30054074,1.0,5.0,5,5,5,3.0,3.0,4.0,1,1.0,2,1,2,1.0,4.0,HOME_RENT,1,2,0,<=5 miles,0,0.5,4.0,2,1,2,1,4.0,3.0,3.0,5,5,5,5.0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
865,30054197,4.0,4.0,4,1,5,3.0,2.0,3.0,1,0.0,5,1,5,0.5,5.0,HOME_OWN,0,2,non-work,Not Sure,non-work,non-work,5.0,5,1,5,1,3.0,2.0,3.0,5,1,4,4.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
866,30054237,5.0,5.0,5,5,5,5.0,5.0,5.0,1,0.0,10,4,6,1.0,3.0,HOME_OWN,0,2,non-work,Not Sure,non-work,non-work,3.0,6,4,10,1,5.0,5.0,5.0,5,5,5,5.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
867,30054310,7.0,3.0,5,5,5,5.0,5.0,5.0,1,0.6666666666666666,8,4,6,1.0,3.0,HOME_OWN,>0.5,>2,>0.5,5-10 miles,<0.5,<0.5,3.0,6,4,8,1,5.0,5.0,5.0,5,5,5,3.0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
868,30054324,6.0,,-9,-9,-9,5.0,5.0,5.0,1,0.0,10,1,2,1.0,2.0,HOME_OWN,0,2,non-work,Not Sure,non-work,non-work,2.0,2,1,10,1,5.0,5.0,5.0,-9,-9,-9,,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
869,30054338,3.0,5.0,5,5,5,5.0,5.0,5.0,1,0.3333333333333333,6,1,3,0.6666666666666666,3.0,HOME_OWN,<0.5,>2,non-work,Not Sure,non-work,non-work,3.0,3,1,6,1,5.0,5.0,5.0,5,5,5,5.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
870,30054403,6.0,3.0,5,5,5,4.0,4.0,4.0,2,1.0,2,1,3,1.0,3.0,HOME_OWN,1,2,0.5,<=5 miles,0.5,0.5,3.0,3,1,2,2,4.0,4.0,4.0,5,5,5,3.0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
871,30054451,3.0,5.0,5,5,5,3.0,3.0,3.0,2,0.0,9,1,2,1.0,3.0,HOME_RENT,0,1,non-work,Not Sure,non-work,non-work,3.0,2,1,9,2,3.0,3.0,3.0,5,5,5,5.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
872,30054489,5.0,1.0,5,1,1,1.0,3.0,1.0,1,0.0,10,1,5,1.0,4.0,HOME_OWN,0,2,non-work,Not Sure,non-work,non-work,4.0,5,1,10,1,1.0,3.0,1.0,1,1,5,1.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
873,30054605,4.0,4.0,4,4,4,4.0,4.0,4.0,1,0.5,3,4,6,0.5,4.0,HOME_OWN,>0.5,2,0,5-10 miles,0.5,0,4.0,6,4,3,1,4.0,4.0,4.0,4,4,4,4.0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
874,30054677,4.0,3.0,5,5,5,5.0,5.0,5.0,2,0.0,9,4,6,1.0,2.0,HOME_OWN,0,1,non-work,Not Sure,non-work,non-work,2.0,6,4,9,2,5.0,5.0,5.0,5,5,5,3.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
875,30054860,7.0,1.0,-9,1,-9,5.0,5.0,5.0,1,0.3333333333333333,10,1,5,1.0,5.0,HOME_OWN,<0.5,>2,<0.5,10 - 15 miles,<0.5,<0.5,5.0,5,1,10,1,5.0,5.0,5.0,-9,1,-9,1.0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
876,30054864,7.0,2.0,4,5,4,2.0,5.0,2.0,1,0.5,2,1,3,1.0,5.0,HOME_RENT,>0.5,2,0.5,<=5 miles,0.5,0.5,5.0,3,1,2,1,2.0,5.0,2.0,4,5,4,2.0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
877,30054898,5.0,4.0,5,4,4,4.0,4.0,4.0,2,1.0,9,1,1,1.0,3.0,HOME_OWN,1,1,0,<=5 miles,1,0,3.0,1,1,9,2,4.0,4.0,4.0,4,4,5,4.0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
878,30054989,4.0,,-9,-9,-9,1.0,3.0,3.0,2,1.0,1,4,6,1.0,3.0,HOME_RENT,1,1,1,>15 miles,1,0,3.0,6,4,1,2,3.0,3.0,1.0,-9,-9,-9,,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
879,30055124,6.0,2.0,5,4,5,1.0,3.0,2.0,2,1.0,1,4,6,1.0,2.0,HOME_RENT,1,1,1,10 - 15 miles,0,1,2.0,6,4,1,2,2.0,3.0,1.0,5,4,5,2.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
880,30055252,4.0,5.0,5,5,5,5.0,5.0,5.0,2,0.0,9,4,6,1.0,2.0,HOME_OWN,0,1,non-work,Not Sure,non-work,non-work,2.0,6,4,9,2,5.0,5.0,5.0,5,5,5,5.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
881,30055289,4.0,2.0,4,5,4,4.0,4.0,4.0,2,0.0,9,1,1,1.0,3.0,HOME_RENT,0,1,non-work,Not Sure,non-work,non-work,3.0,1,1,9,2,4.0,4.0,4.0,4,5,4,2.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
882,30055396,10.0,1.0,3,3,1,1.0,4.0,1.0,1,0.25,6,1,5,0.5,5.0,HOME_OWN,<0.5,>2,<0.5,>15 miles,<0.5,0,5.0,5,1,6,1,1.0,4.0,1.0,1,3,3,1.0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
883,30055406,3.0,5.0,5,5,5,5.0,5.0,5.0,2,0.0,9,4,6,1.0,4.0,HOME_OWN,0,1,non-work,Not Sure,non-work,non-work,4.0,6,4,9,2,5.0,5.0,5.0,5,5,5,5.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
884,30055625,,5.0,4,5,3,5.0,5.0,1.0,2,1.0,1,1,5,1.0,5.0,HOME_OWN,1,1,1,<=5 miles,0,1,5.0,5,1,1,2,1.0,5.0,5.0,3,5,4,5.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
885,30055629,3.0,1.0,5,4,4,1.0,2.0,3.0,2,1.0,1,4,6,1.0,5.0,HOME_OWN,1,1,1,10 - 15 miles,1,1,5.0,6,4,1,2,3.0,2.0,1.0,4,4,5,1.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
886,30055656,4.0,,-9,-9,-9,,,,2,0.0,9,1,2,1.0,2.0,HOME_OWN,0,1,non-work,Not Sure,non-work,non-work,2.0,2,1,9,2,,,,-9,-9,-9,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
887,30055666,8.0,2.0,5,5,4,5.0,5.0,5.0,1,0.0,10,1,3,1.0,5.0,HOME_OWN,0,>2,non-work,Not Sure,non-work,non-work,5.0,3,1,10,1,5.0,5.0,5.0,4,5,5,2.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
888,30055680,6.0,1.0,4,5,3,2.0,1.0,1.0,2,1.0,1,1,5,1.0,3.0,HOME_OWN,1,1,0,10 - 15 miles,0,1,3.0,5,1,1,2,1.0,1.0,2.0,3,5,4,1.0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
