,HOUSEID,TRAVDAY,HOMEOWN,HHFAMINC,WALK,BIKE,TAXI,BUS,TRAIN,PRICE,PLACE,WALK2SAVE,BIKE2SAVE,PTRANS,HHRELATD,DRVRCNT,CNTTDHH,NUMADLT,YOUNGCHILD,WRKCOUNT,LIF_CYC,RAIL,URBAN,URBANSIZE,CDIVMSAR,WEBUSE17,SMPLSRCE,DRVRCNTPROP,WRKCOUNT_ratio,NUMADLT_ratio,YOUNGCHILD_ratio,HHSIZE_cleaned,VEHOWN,AVG_AGE,AVG_AGE_binned,HIGH_EDUC,FT_ratio,AVG_WORK_DIST,AVG_TIME,HEALTH,avg_trips,avg_trips_binned,one_job,flexible_work
10,30000722,3,HOME_OWN,3,NA,Never,5,5,5,3,1,5,5,5,2,1,1,1.0,0.0,1.0,1,2,4,6,23,Rarely,2,1.0,1,1,0,1,1,62.0,>60,3.0,0,<=5 miles,>30,2.0,1.0,<=2,1,0
11,30000817,5,HOME_RENT,4,3,Rarely,3,4,3,5,4,4,4,1,2,1,6,1.0,0.0,1.0,1,1,4,6,21,Daily,2,1.0,1,1,0,1,1,24.0,<=30,4.0,1,Not Sure,non-work,2.0,6.0,>5,1,0
12,30000835,4,HOME_OWN,6,4,Never,5,5,5,4,4,5,5,5,1,2,5,1.0,0.0,0.5,2,2,1,2,23,Daily,2,1.0,>0.5,1,0,2,1,58.5,50 - 60,5.0,0.5,5-10 miles,10 - 20,4.0,2.5,2 - 3,0.5,0
13,30000854,3,HOME_OWN,9,4,Never,5,5,4,3,3,5,5,5,1,2,13,1.0,0.0,0.5,10,1,1,5,21,Rarely,2,1.0,>0.5,1,0,2,1,59.0,50 - 60,3.0,0.5,5-10 miles,<=10,3.0,6.5,>5,0.5,0.5
14,30000990,1,HOME_OWN,11,1,Rarely,4,1,4,3,3,2,3,1,1,2,4,0.5,0.0,0.25,6,1,1,5,21,Daily,2,0.5,<0.5,>0.5,0,>2,1,29.75,<=30,5.0,<0.5,>15 miles,>30,2.0,1.0,<=2,<0.5,0
15,30001011,3,HOME_OWN,NA,2,Never,4,3,5,3,2,4,5,4,1,1,6,1.0,0.0,0.0,10,1,1,5,21,Rarely,2,0.5,0,1,0,2,1,81.5,>60,3.0,non-work,Not Sure,non-work,3.0,3.0,2 - 3,non-work,non-work
16,30001039,1,HOME_OWN,4,NA,NA,-9,-9,-9,3,2,3,5,3,2,1,3,1.0,0.0,0.0,9,1,1,5,21,Daily,2,1.0,0,1,0,1,1,59.0,50 - 60,5.0,non-work,Not Sure,non-work,2.0,3.0,2 - 3,non-work,non-work
17,30001053,5,HOME_RENT,2,1,Never,4,1,5,2,2,1,4,1,1,0,13,0.3333333333333333,0.3333333333333333,0.0,3,2,1,1,23,Daily,2,0.0,0,<0.5,<0.5,>2,0,24.5,<=30,3.0,non-work,Not Sure,non-work,3.0,6.5,>5,non-work,non-work
18,30001066,1,HOME_OWN,10,3,Rarely,5,5,5,5,3,4,4,5,1,2,13,0.5,0.0,0.5,6,2,1,3,22,Daily,2,0.5,>0.5,>0.5,0,>2,1,28.25,<=30,4.0,0.5,>15 miles,20 - 30,2.0,3.25,3 - 4,0.5,0
19,30001215,1,HOME_OWN,7,2,Rarely,5,5,5,2,2,1,1,3,1,2,10,1.0,0.0,1.0,2,2,1,1,23,Rarely,2,1.0,1,1,0,2,1,53.0,50 - 60,4.0,1,<=5 miles,10 - 20,2.0,5.0,4 - 5,1,0.5
20,30001349,5,HOME_OWN,6,2,Daily,5,5,5,1,2,2,2,3,1,2,28,0.6666666666666666,0.0,0.3333333333333333,5,2,1,1,23,Daily,2,0.6666666666666666,<0.5,>0.5,0,>2,1,28.666666666666668,<=30,5.0,non-work,Not Sure,non-work,1.0,9.333333333333334,>5,non-work,non-work
21,30001381,4,HOME_OWN,7,5,Never,5,5,5,4,3,5,5,5,1,2,6,1.0,0.0,0.0,10,1,1,2,21,Daily,2,1.0,0,1,0,2,1,68.5,>60,5.0,non-work,Not Sure,non-work,1.0,3.0,2 - 3,non-work,non-work
22,30001396,4,HOME_RENT,6,1,Rarely,2,2,2,4,2,2,2,2,1,2,6,1.0,0.0,1.0,2,1,1,5,21,Daily,1,1.0,1,1,0,2,1,29.0,<=30,5.0,1,>15 miles,>30,3.0,3.0,2 - 3,0.5,0.5
23,30001400,2,HOME_OWN,8,3,Never,5,5,5,3,3,4,4,4,1,2,3,1.0,0.0,0.5,10,2,4,6,23,Daily,2,1.0,>0.5,1,0,2,1,65.5,>60,3.0,0,<=5 miles,<=10,2.0,1.5,<=2,0.5,0
24,30001426,3,HOME_OWN,7,5,Never,5,5,5,4,3,4,4,4,1,2,12,1.0,0.0,1.0,2,2,2,6,24,Daily,2,1.0,1,1,0,2,1,58.5,50 - 60,4.0,0.5,<=5 miles,<=10,3.0,6.0,>5,1,0
25,30001456,2,HOME_OWN,5,3,Rarely,5,5,5,4,4,2,2,3,2,1,5,1.0,0.0,0.0,9,2,1,1,23,Daily,2,1.0,0,1,0,1,1,67.0,>60,5.0,non-work,Not Sure,non-work,1.0,5.0,4 - 5,non-work,non-work
26,30001475,3,HOME_OWN,6,4,Never,4,5,4,5,3,5,5,5,2,1,4,1.0,0.0,0.0,9,1,1,5,21,Daily,2,1.0,0,1,0,1,1,78.0,>60,4.0,non-work,Not Sure,non-work,4.0,4.0,3 - 4,non-work,non-work
27,30001485,3,HOME_RENT,3,NA,NA,-9,-9,-9,2,2,3,3,3,2,1,4,1.0,0.0,0.0,9,1,1,2,21,Never,2,1.0,0,1,0,1,1,85.0,>60,2.0,non-work,Not Sure,non-work,3.0,4.0,3 - 4,non-work,non-work
28,30001487,2,HOME_OWN,5,2,Rarely,5,5,5,2,1,2,3,5,2,1,2,1.0,0.0,0.0,9,2,2,6,24,Daily,2,1.0,0,1,0,1,1,69.0,>60,3.0,non-work,Not Sure,non-work,2.0,2.0,<=2,non-work,non-work
29,30001511,1,HOME_OWN,5,4,Never,5,5,5,1,3,4,4,4,1,2,2,1.0,0.0,1.0,2,2,1,3,22,Daily,2,1.0,1,1,0,2,1,58.0,50 - 60,2.0,0.5,<=5 miles,<=10,4.0,1.0,<=2,0.5,0.5
30,30001625,4,HOME_RENT,1,2,Rarely,5,2,2,3,2,2,3,2,2,0,2,1.0,0.0,0.0,1,1,1,5,21,Rarely,2,0.0,0,1,0,1,0,53.0,50 - 60,1.0,non-work,Not Sure,non-work,2.0,2.0,<=2,non-work,non-work
31,30001906,1,HOME_OWN,NA,4,Never,5,5,5,2,3,2,3,5,1,2,4,1.0,0.0,1.0,2,1,1,2,21,Daily,2,1.0,1,1,0,2,1,46.5,40 - 50,5.0,1,>15 miles,>30,3.0,2.0,<=2,1,0.5
32,30001915,7,HOME_OWN,4,5,Never,5,5,5,1,2,5,5,5,1,2,0,1.0,0.0,0.0,10,2,4,6,22,Daily,2,1.0,0,1,0,2,1,53.0,50 - 60,2.0,non-work,Not Sure,non-work,4.0,0.0,<=2,non-work,non-work
33,30002022,4,HOME_OWN,1,1,Never,5,5,4,1,1,2,5,5,2,1,0,1.0,0.0,0.0,9,2,1,1,23,Daily,2,1.0,0,1,0,1,1,61.0,>60,3.0,non-work,Not Sure,non-work,3.0,0.0,<=2,non-work,non-work
34,30002274,1,HOME_OWN,4,1,Never,5,5,5,1,3,4,5,3,2,1,3,1.0,0.0,0.0,9,1,4,6,21,Daily,2,1.0,0,1,0,1,1,73.0,>60,4.0,non-work,Not Sure,non-work,2.0,3.0,2 - 3,non-work,non-work
35,30002835,5,HOME_OWN,11,3,Rarely,5,5,5,2,3,4,4,4,1,2,16,1.0,0.0,1.0,2,1,1,5,21,Daily,2,1.0,1,1,0,2,1,56.5,50 - 60,4.0,1,>15 miles,10 - 20,3.0,8.0,>5,1,0.5
36,30002883,5,HOME_OWN,8,1,Rarely,5,4,4,4,4,4,5,4,1,>2,11,1.0,0.0,1.0,10,2,1,1,23,Daily,2,1.0,1,1,0,>2,1,55.66666666666666,50 - 60,5.0,>0.5,<=5 miles,10 - 20,2.0,3.6666666666666665,3 - 4,1,<0.5
37,30002989,3,HOME_OWN,8,5,Never,5,5,5,2,2,5,5,5,1,2,2,1.0,0.0,0.5,10,2,4,6,24,Daily,2,1.0,>0.5,1,0,2,1,73.0,>60,4.0,0,<=5 miles,<=10,1.0,1.0,<=2,0.5,0.5
38,30003127,4,HOME_OWN,9,5,Never,4,-9,-9,5,4,4,4,4,2,1,7,1.0,0.0,0.0,9,1,1,5,21,Daily,2,1.0,0,1,0,1,1,76.0,>60,5.0,non-work,Not Sure,non-work,2.0,7.0,>5,non-work,non-work
39,30003158,6,HOME_OWN,6,5,Never,5,5,5,1,1,5,5,5,1,2,0,1.0,0.0,1.0,2,2,4,6,23,Daily,2,1.0,1,1,0,2,1,43.0,40 - 50,2.0,1,10 - 15 miles,10 - 20,3.0,0.0,<=2,0.5,0.5
40,30003171,5,HOME_OWN,NA,1,Rarely,5,5,5,4,2,2,2,3,1,2,4,1.0,0.0,1.0,2,2,2,6,24,Daily,2,1.0,1,1,0,2,1,53.5,50 - 60,5.0,1,<=5 miles,<=10,1.0,2.0,<=2,1,0.5
41,30003209,4,HOME_OWN,4,2,Rarely,5,4,2,1,1,2,2,4,1,2,6,1.0,0.0,1.0,2,1,1,5,21,Daily,2,1.0,1,1,0,2,1,28.5,<=30,5.0,1,10 - 15 miles,>30,2.0,3.0,2 - 3,0.5,0.5
42,30003393,6,HOME_RENT,3,1,Rarely,3,2,5,1,1,3,3,3,1,0,4,1.0,0.0,0.6666666666666666,2,2,1,1,23,Daily,2,0.0,>0.5,1,0,>2,0,48.66666666666666,40 - 50,3.0,<0.5,<=5 miles,20 - 30,2.0,1.3333333333333333,<=2,>0.5,<0.5
43,30003425,1,HOME_OWN,7,1,Rarely,5,5,5,3,3,1,3,5,2,2,12,1.0,0.0,0.0,10,2,2,6,22,Daily,1,1.0,0,1,0,2,1,76.5,>60,5.0,non-work,Not Sure,non-work,5.0,6.0,>5,non-work,non-work
44,30003445,2,HOME_OWN,11,1,Rarely,3,4,4,5,5,5,5,5,2,1,4,1.0,0.0,1.0,1,2,1,2,23,Daily,2,1.0,1,1,0,1,1,61.0,>60,5.0,1,10 - 15 miles,20 - 30,2.0,4.0,3 - 4,1,0
45,30003489,1,HOME_OWN,5,4,Rarely,5,5,4,4,4,4,4,4,2,1,9,1.0,0.0,1.0,1,2,4,6,22,Daily,2,1.0,1,1,0,1,1,47.0,40 - 50,3.0,1,>15 miles,>30,1.0,9.0,>5,1,1
46,30003499,3,HOME_OWN,7,1,Never,5,3,4,2,1,3,3,2,1,1,4,1.0,0.0,1.0,2,1,4,6,21,Daily,2,0.5,1,1,0,2,1,65.5,>60,3.0,0,>15 miles,>30,3.0,2.0,<=2,1,0.5
47,30003594,4,HOME_OWN,8,4,Never,5,5,4,2,3,3,3,3,1,2,5,1.0,0.0,1.0,2,1,1,2,21,Daily,2,1.0,1,1,0,2,1,58.5,50 - 60,3.0,1,>15 miles,>30,3.0,2.5,2 - 3,1,0
48,30003624,6,HOME_RENT,6,3,Never,4,1,4,3,2,4,4,2,1,2,11,1.0,0.0,1.0,2,2,1,1,23,Daily,2,1.0,1,1,0,2,1,29.0,<=30,5.0,1,<=5 miles,20 - 30,2.0,5.5,>5,0.5,0
49,30003653,3,HOME_OWN,8,1,Rarely,4,5,3,3,4,4,4,4,1,2,9,1.0,0.0,0.5,10,1,1,5,21,Daily,2,1.0,>0.5,1,0,2,1,62.5,>60,4.0,0.5,10 - 15 miles,>30,3.0,4.5,4 - 5,0.5,0
50,30003672,4,HOME_OWN,5,5,Never,5,5,5,3,2,5,5,5,1,2,9,1.0,0.0,0.0,10,1,1,2,21,Daily,2,1.0,0,1,0,2,1,69.5,>60,4.0,non-work,Not Sure,non-work,3.0,4.5,4 - 5,non-work,non-work
51,30003901,3,HOME_RENT,7,1,Never,5,5,5,2,3,3,5,5,1,1,9,0.5,0.0,0.5,5,2,1,3,23,Daily,2,0.5,>0.5,>0.5,0,2,1,34.0,30 - 40,5.0,0.5,5-10 miles,20 - 30,3.0,4.5,4 - 5,0.5,0
52,30003967,6,HOME_OWN,3,2,Rarely,5,5,5,2,4,3,4,4,2,1,6,1.0,0.0,0.0,9,2,1,1,23,Rarely,2,1.0,0,1,0,1,1,70.0,>60,5.0,non-work,Not Sure,non-work,1.0,6.0,>5,non-work,non-work
53,30003993,4,HOME_OWN,5,2,Never,5,5,5,2,2,2,3,3,1,2,8,1.0,0.0,0.5,10,2,1,1,23,Daily,2,1.0,>0.5,1,0,2,1,62.5,>60,2.0,0.5,5-10 miles,10 - 20,4.0,4.0,3 - 4,0.5,0
54,30004056,2,HOME_OWN,NA,NA,Never,4,5,3,2,4,4,5,5,2,1,2,1.0,0.0,1.0,1,1,1,2,21,Daily,2,1.0,1,1,0,1,1,56.0,50 - 60,5.0,1,>15 miles,>30,1.0,2.0,<=2,1,1
55,30004079,4,HOME_RENT,6,5,Never,5,5,5,4,3,5,5,5,2,1,12,1.0,0.0,0.0,9,2,4,6,24,Daily,2,1.0,0,1,0,1,1,65.0,>60,4.0,non-work,Not Sure,non-work,1.0,12.0,>5,non-work,non-work
56,30004116,3,HOME_OWN,NA,NA,NA,-9,-9,-9,2,2,5,5,5,1,2,6,1.0,0.0,1.0,2,2,4,6,24,Rarely,2,1.0,1,1,0,2,1,58.0,50 - 60,3.0,1,>15 miles,20 - 30,2.0,3.0,2 - 3,1,0.5
57,30004142,7,HOME_OWN,4,2,NA,-9,-9,-9,2,3,3,3,3,2,1,5,1.0,0.0,0.0,9,2,4,6,23,Daily,2,1.0,0,1,0,1,1,80.0,>60,3.0,non-work,Not Sure,non-work,1.0,5.0,4 - 5,non-work,non-work
58,30004351,2,HOME_OWN,8,5,Never,5,5,5,3,2,4,4,4,1,2,4,0.6666666666666666,0.3333333333333333,0.6666666666666666,4,2,1,1,23,Daily,2,0.6666666666666666,>0.5,>0.5,<0.5,>2,1,33.5,30 - 40,5.0,>0.5,>15 miles,20 - 30,3.0,2.0,<=2,>0.5,<0.5
59,30004430,3,HOME_OWN,7,4,Never,5,5,5,4,4,4,4,4,1,2,7,1.0,0.0,1.0,2,2,1,1,23,Daily,2,1.0,1,1,0,2,1,33.5,30 - 40,4.0,1,<=5 miles,10 - 20,3.0,3.5,3 - 4,1,0.5
60,30004446,5,HOME_OWN,4,2,Never,5,5,5,3,2,4,4,3,1,2,4,1.0,0.0,0.0,10,1,1,5,21,Never,2,1.0,0,1,0,2,1,78.5,>60,2.0,non-work,Not Sure,non-work,3.0,2.0,<=2,non-work,non-work
61,30004479,1,HOME_OWN,6,3,Rarely,5,5,4,2,2,3,3,3,1,2,4,1.0,0.0,0.5,10,2,4,6,23,Daily,2,1.0,>0.5,1,0,2,1,60.0,50 - 60,4.0,0.5,5-10 miles,20 - 30,1.0,2.0,<=2,0.5,0.5
62,30004490,4,HOME_OWN,8,4,Rarely,5,5,5,1,2,2,2,4,1,>2,7,1.0,0.0,1.0,8,2,4,6,23,Daily,2,1.0,1,1,0,>2,1,36.66666666666666,30 - 40,2.0,1,10 - 15 miles,20 - 30,2.0,2.333333333333333,2 - 3,1,<0.5
63,30004535,1,HOME_RENT,4,2,Daily,4,2,-9,4,2,3,3,5,1,2,6,1.0,0.0,0.5,2,2,1,1,23,Daily,2,1.0,>0.5,1,0,2,0,36.5,30 - 40,5.0,0.5,Not Sure,non-work,3.0,3.0,2 - 3,0,0
64,30004574,1,HOME_OWN,9,4,Rarely,5,4,4,4,2,3,4,2,1,>2,0,1.0,0.0,0.3333333333333333,8,2,1,3,23,Daily,2,1.0,<0.5,1,0,>2,1,39.333333333333336,30 - 40,4.0,<0.5,Not Sure,10 - 20,3.0,0.0,<=2,<0.5,0
65,30004585,5,HOME_OWN,8,2,Never,5,5,5,4,2,4,4,4,2,1,3,1.0,0.0,1.0,1,1,1,1,21,Daily,2,1.0,1,1,0,1,1,44.0,40 - 50,2.0,0,>15 miles,>30,2.0,3.0,2 - 3,0,1
66,30004634,5,HOME_OWN,2,NA,NA,-9,-9,-9,1,3,5,5,5,2,1,3,1.0,0.0,0.0,9,2,1,1,23,Daily,2,1.0,0,1,0,1,1,65.0,>60,3.0,non-work,Not Sure,non-work,4.0,3.0,2 - 3,non-work,non-work
67,30004800,7,HOME_OWN,7,5,Never,5,5,5,2,3,4,4,4,1,2,18,1.0,0.0,1.0,7,2,1,1,23,Daily,2,1.0,1,1,0,2,1,36.5,30 - 40,4.0,0.5,>15 miles,10 - 20,2.0,9.0,>5,0.5,0
68,30004801,5,HOME_RENT,4,2,Never,4,4,5,1,2,2,4,4,2,1,5,1.0,0.0,1.0,1,2,1,3,23,Rarely,2,1.0,1,1,0,1,1,44.0,40 - 50,2.0,0,10 - 15 miles,10 - 20,3.0,5.0,4 - 5,1,1
69,30004939,1,HOME_OWN,6,NA,NA,-9,-9,-9,1,1,5,5,5,1,2,0,0.6666666666666666,0.3333333333333333,0.3333333333333333,4,1,1,2,21,Rarely,2,0.6666666666666666,<0.5,>0.5,<0.5,>2,1,67.5,>60,3.0,<0.5,5-10 miles,10 - 20,3.0,0.0,<=2,<0.5,0
70,30005002,3,HOME_OWN,5,2,Never,5,4,5,3,3,4,5,5,2,1,6,1.0,0.0,0.0,9,2,1,1,23,Daily,2,1.0,0,1,0,1,1,92.0,>60,3.0,non-work,Not Sure,non-work,2.0,6.0,>5,non-work,non-work
71,30005067,6,HOME_OWN,6,NA,NA,-9,-9,-9,4,3,5,5,5,2,1,3,1.0,0.0,0.0,9,2,4,6,24,Daily,2,1.0,0,1,0,1,1,75.0,>60,3.0,non-work,Not Sure,non-work,2.0,3.0,2 - 3,non-work,non-work
72,30005093,3,HOME_OWN,6,3,Never,5,5,4,4,4,4,4,4,1,2,13,1.0,0.0,0.5,2,2,1,3,22,Daily,2,1.0,>0.5,1,0,2,1,66.0,>60,3.0,0.5,10 - 15 miles,20 - 30,2.0,6.5,>5,0.5,0.5
73,30005158,6,HOME_OWN,7,4,Rarely,5,5,5,2,4,3,3,5,2,1,4,1.0,0.0,1.0,1,2,2,6,23,Daily,2,1.0,1,1,0,1,1,48.0,40 - 50,4.0,1,<=5 miles,10 - 20,2.0,4.0,3 - 4,1,1
74,30005199,7,HOME_RENT,4,3,Never,4,4,5,2,4,2,4,2,1,2,20,0.4,0.4,0.2,4,2,1,1,23,Daily,2,0.4,<0.5,<0.5,<0.5,>2,1,23.33333333333333,<=30,3.0,<0.5,<=5 miles,<=10,2.0,6.666666666666667,>5,<0.5,<0.5
75,30005202,2,HOME_RENT,3,2,Rarely,5,4,4,3,3,4,4,4,2,1,5,1.0,0.0,1.0,1,2,2,6,23,Daily,2,1.0,1,1,0,1,1,75.0,>60,4.0,0,<=5 miles,<=10,2.0,5.0,4 - 5,1,1
76,30005268,3,HOME_RENT,1,NA,NA,-9,-9,-9,1,2,NA,NA,NA,2,1,3,1.0,0.0,0.0,9,2,4,6,23,Daily,2,1.0,0,1,0,1,1,67.0,>60,4.0,non-work,Not Sure,non-work,3.0,3.0,2 - 3,non-work,non-work
77,30005283,7,HOME_RENT,1,NA,NA,3,1,-9,NA,NA,NA,NA,1,2,0,3,1.0,0.0,0.0,9,2,1,1,23,NA,2,0.0,0,1,0,1,0,68.0,>60,1.0,non-work,Not Sure,non-work,2.0,3.0,2 - 3,non-work,non-work
78,30005315,3,HOME_OWN,3,1,NA,5,5,4,1,2,1,2,2,2,1,7,1.0,0.0,0.0,9,1,1,2,21,Rarely,2,1.0,0,1,0,1,1,73.0,>60,3.0,non-work,Not Sure,non-work,1.0,7.0,>5,non-work,non-work
79,30005372,2,HOME_OWN,9,3,Never,2,4,3,4,4,4,4,2,1,2,11,1.0,0.0,0.5,2,1,1,5,21,Daily,2,1.0,>0.5,1,0,2,1,48.0,40 - 50,4.0,0,Not Sure,non-work,1.0,5.5,>5,0,0
80,30005383,1,HOME_OWN,6,3,Never,5,5,5,2,3,4,4,4,2,1,3,1.0,0.0,0.0,9,2,1,3,22,Daily,2,1.0,0,1,0,1,1,66.0,>60,5.0,non-work,Not Sure,non-work,2.0,3.0,2 - 3,non-work,non-work
81,30005445,5,HOME_OWN,6,NA,NA,-9,-9,-9,2,2,2,4,5,2,1,5,1.0,0.0,0.0,9,2,4,6,23,Never,2,1.0,0,1,0,1,1,66.0,>60,3.0,non-work,Not Sure,non-work,3.0,5.0,4 - 5,non-work,non-work
82,30005565,1,HOME_RENT,4,3,Never,5,5,5,2,2,2,3,4,2,1,0,1.0,0.0,1.0,1,2,4,6,23,Daily,2,1.0,1,1,0,1,1,25.0,<=30,2.0,1,<=5 miles,<=10,3.0,0.0,<=2,1,1
83,30005713,5,HOME_OWN,4,NA,NA,-9,-9,-9,2,NA,NA,NA,NA,2,1,3,1.0,0.0,0.0,9,1,1,5,21,NA,2,1.0,0,1,0,1,1,87.0,>60,2.0,non-work,Not Sure,non-work,3.0,3.0,2 - 3,non-work,non-work
84,30005945,3,HOME_OWN,9,4,Never,4,3,3,3,3,4,4,4,2,1,6,1.0,0.0,1.0,1,2,4,6,23,Daily,2,1.0,1,1,0,1,1,45.0,40 - 50,4.0,1,>15 miles,>30,3.0,6.0,>5,1,1
85,30005964,1,HOME_RENT,1,2,Rarely,5,5,5,1,1,1,1,3,2,1,2,1.0,0.0,0.0,1,2,2,6,24,Daily,2,1.0,0,1,0,1,1,53.0,50 - 60,3.0,non-work,Not Sure,non-work,4.0,2.0,<=2,non-work,non-work
86,30005995,5,HOME_OWN,NA,4,Never,5,5,5,2,2,5,5,5,1,2,8,1.0,0.0,0.5,7,2,2,6,23,Daily,2,1.0,>0.5,1,0,2,1,31.5,30 - 40,3.0,0,Not Sure,non-work,3.0,4.0,3 - 4,0.5,0
87,30006078,5,HOME_OWN,8,2,NA,-9,-9,-9,5,3,4,4,4,1,1,19,1.0,0.0,0.0,10,2,1,1,23,Daily,2,0.5,0,1,0,2,1,87.0,>60,5.0,non-work,Not Sure,non-work,3.0,9.5,>5,non-work,non-work
88,30006185,5,HOME_OWN,5,3,Never,5,5,5,2,3,5,5,5,1,2,0,1.0,0.0,0.0,10,2,4,6,24,Daily,2,1.0,0,1,0,2,1,68.0,>60,4.0,non-work,Not Sure,non-work,3.0,0.0,<=2,non-work,non-work
89,30006198,2,HOME_RENT,4,4,Never,4,5,5,2,2,5,5,5,1,1,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,3,2,1,3,23,Daily,2,0.3333333333333333,<0.5,<0.5,<0.5,>2,1,14.5,<=30,2.0,<0.5,<=5 miles,<=10,1.0,3.0,2 - 3,<0.5,<0.5
90,30006273,3,HOME_OWN,7,3,Never,5,3,3,4,2,2,3,2,1,2,4,1.0,0.0,0.5,10,1,1,5,21,Daily,1,0.5,>0.5,1,0,>2,1,49.25,40 - 50,4.0,0.5,10 - 15 miles,>30,1.0,1.0,<=2,0.5,<0.5
91,30006274,3,HOME_RENT,4,2,Never,5,4,4,3,2,5,5,5,2,1,3,1.0,0.0,0.0,9,2,4,6,23,Daily,2,1.0,0,1,0,1,1,76.0,>60,5.0,non-work,Not Sure,non-work,3.0,3.0,2 - 3,non-work,non-work
92,30006388,2,HOME_RENT,2,1,Daily,2,4,5,2,2,1,1,1,1,1,14,0.6666666666666666,0.0,0.0,6,2,2,6,23,Daily,2,0.3333333333333333,0,>0.5,0,>2,0,22.666666666666668,<=30,2.0,non-work,Not Sure,non-work,4.0,4.666666666666667,4 - 5,non-work,non-work
93,30006397,7,HOME_RENT,6,NA,Rarely,-9,-9,-9,1,2,3,1,3,1,2,7,1.0,0.0,0.5,2,2,1,1,23,Daily,2,1.0,>0.5,1,0,2,1,56.0,50 - 60,4.0,0.5,<=5 miles,<=10,3.0,3.5,3 - 4,0.5,0
94,30006683,3,NA,NA,1,Never,3,3,2,3,3,3,5,3,2,1,6,1.0,0.0,0.0,9,1,1,5,21,Daily,1,1.0,0,1,0,1,0,69.0,>60,5.0,non-work,Not Sure,non-work,4.0,6.0,>5,non-work,non-work
95,30006697,3,HOME_OWN,6,1,NA,-9,-9,-9,1,3,3,3,2,1,2,8,1.0,0.0,0.0,10,2,4,6,24,Daily,2,1.0,0,1,0,2,1,76.0,>60,3.0,non-work,Not Sure,non-work,2.0,4.0,3 - 4,non-work,non-work
96,30006777,7,HOME_RENT,1,1,Rarely,4,1,4,5,3,1,5,1,2,0,3,1.0,0.0,1.0,1,2,1,1,23,Daily,2,0.0,1,1,0,1,0,62.0,>60,3.0,0,5-10 miles,>30,3.0,3.0,2 - 3,1,0
97,30006851,1,HOME_OWN,5,2,Never,4,5,5,3,4,4,4,4,1,2,14,1.0,0.0,0.5,10,2,1,1,23,Daily,2,1.0,>0.5,1,0,2,1,67.0,>60,3.0,0,<=5 miles,10 - 20,4.0,7.0,>5,0.5,0.5
98,30006890,3,HOME_RENT,4,1,Never,5,5,5,5,5,4,5,5,2,1,4,1.0,0.0,1.0,1,2,1,1,23,Daily,2,1.0,1,1,0,1,1,29.0,<=30,2.0,1,5-10 miles,10 - 20,3.0,4.0,3 - 4,1,1
99,30006957,2,HOME_RENT,4,4,Never,5,4,4,3,3,5,5,5,2,1,0,1.0,0.0,1.0,1,2,2,6,22,Daily,2,1.0,1,1,0,1,1,56.0,50 - 60,4.0,1,>15 miles,>30,1.0,0.0,<=2,1,0
100,30007091,6,HOME_OWN,4,5,Never,5,5,5,4,4,5,5,5,2,1,4,1.0,0.0,0.0,9,2,4,6,24,Daily,2,1.0,0,1,0,1,1,76.0,>60,2.0,non-work,Not Sure,non-work,2.0,4.0,3 - 4,non-work,non-work
101,30007173,1,HOME_OWN,5,5,Never,5,5,5,5,5,5,5,5,1,2,0,1.0,0.0,0.0,10,2,1,1,23,Never,2,1.0,0,1,0,2,1,85.5,>60,5.0,non-work,Not Sure,non-work,3.0,0.0,<=2,non-work,non-work
102,30007193,6,HOME_OWN,7,NA,NA,-9,-9,-9,4,3,4,4,4,1,2,9,1.0,0.0,1.0,2,1,4,6,21,Daily,2,1.0,1,1,0,2,1,33.0,30 - 40,5.0,1,>15 miles,20 - 30,1.0,4.5,4 - 5,0.5,0.5
103,30007260,4,HOME_OWN,8,4,Rarely,4,5,5,1,1,2,2,4,1,2,6,1.0,0.0,1.0,2,1,1,5,21,Daily,2,1.0,1,1,0,2,1,55.0,50 - 60,4.0,0.5,10 - 15 miles,20 - 30,3.0,3.0,2 - 3,1,0
104,30007345,5,HOME_OWN,7,4,Rarely,4,5,5,2,2,2,3,5,2,1,5,1.0,0.0,1.0,1,2,1,3,22,Daily,2,1.0,1,1,0,1,1,29.0,<=30,5.0,1,5-10 miles,10 - 20,2.0,5.0,4 - 5,1,1
105,30007347,2,HOME_OWN,7,1,Rarely,5,5,5,2,3,3,3,3,2,1,6,1.0,0.0,1.0,1,2,1,2,23,Daily,2,1.0,1,1,0,1,1,57.0,50 - 60,3.0,1,5-10 miles,10 - 20,4.0,6.0,>5,1,1
106,30007398,1,HOME_OWN,6,4,Never,4,5,5,4,3,4,4,4,2,1,3,1.0,0.0,0.0,9,2,1,2,23,Daily,2,1.0,0,1,0,1,1,79.0,>60,2.0,non-work,Not Sure,non-work,2.0,3.0,2 - 3,non-work,non-work
107,30007462,2,HOME_RENT,11,5,Never,5,5,5,4,4,4,5,4,1,2,10,1.0,0.0,1.0,2,2,4,6,23,Daily,2,1.0,1,1,0,2,1,58.5,50 - 60,5.0,0.5,<=5 miles,<=10,3.0,5.0,4 - 5,1,0
108,30007520,5,HOME_RENT,5,1,Never,2,4,5,2,2,1,3,1,2,1,6,1.0,0.0,0.0,1,2,2,6,24,Daily,2,1.0,0,1,0,1,0,37.0,30 - 40,5.0,non-work,Not Sure,non-work,3.0,6.0,>5,non-work,non-work
