,HOUSEID,TRAVDAY,HOMEOWN,HHFAMINC,WALK,BIKE,TAXI,BUS,TRAIN,PRICE,PLACE,WALK2SAVE,BIKE2SAVE,PTRANS,HHRELATD,DRVRCNT,CNTTDHH,NUMADLT,YOUNGCHILD,WRKCOUNT,LIF_CYC,RAIL,URBAN,URBANSIZE,CDIVMSAR,WEBUSE17,SMPLSRCE,DRVRCNTPROP,WRKCOUNT_ratio,NUMADLT_ratio,YOUNGCHILD_ratio,HHSIZE_cleaned,VEHOWN,AVG_AGE,AVG_AGE_binned,HIGH_EDUC,FT_ratio,AVG_WORK_DIST,AVG_TIME,HEALTH,avg_trips,avg_trips_binned,one_job,flexible_work
7564,30465319,3,HOME_RENT,5,5,Never,5,5,5,4,3,5,5,5,2,1,0,1.0,0.0,0.0,9,2,4,6,23,Daily,2,1.0,0,1,0,1,1,67.0,>60,4.0,non-work,Not Sure,non-work,4.0,0.0,<=2,non-work,non-work
7565,30465342,4,HOME_OWN,9,2,Rarely,5,5,3,3,2,2,2,2,2,1,5,1.0,0.0,0.0,9,1,1,5,21,Daily,2,1.0,0,1,0,1,1,59.0,50 - 60,4.0,non-work,Not Sure,non-work,2.0,5.0,4 - 5,non-work,non-work
7566,30465353,4,HOME_OWN,7,3,Rarely,5,5,5,2,3,4,4,3,1,>2,10,0.5,0.0,0.75,6,2,4,6,23,Daily,2,0.75,>0.5,>0.5,0,>2,1,29.75,<=30,4.0,0.5,>15 miles,20 - 30,3.0,2.5,2 - 3,0.5,<0.5
7567,30465361,5,HOME_OWN,6,NA,NA,-9,-9,-9,3,3,NA,NA,NA,1,2,7,1.0,0.0,0.5,10,2,4,6,24,Daily,2,1.0,>0.5,1,0,2,1,68.0,>60,3.0,0.5,<=5 miles,<=10,2.0,3.5,3 - 4,0.5,0.5
7568,30465411,3,HOME_RENT,8,3,Rarely,5,5,4,3,2,4,5,4,1,2,11,1.0,0.0,1.0,2,2,1,2,23,Daily,2,1.0,1,1,0,2,1,60.5,>60,4.0,0.5,>15 miles,>30,3.0,5.5,>5,1,0.5
7569,30465456,4,HOME_OWN,4,5,Never,5,5,5,4,3,3,3,3,2,1,4,1.0,0.0,1.0,1,2,4,6,24,Never,2,1.0,1,1,0,1,1,47.0,40 - 50,3.0,1,10 - 15 miles,10 - 20,1.0,4.0,3 - 4,1,0
7570,30465521,6,HOME_RENT,1,1,Rarely,3,3,4,3,2,2,4,1,2,0,2,1.0,0.0,0.0,9,2,1,1,23,Daily,2,0.0,0,1,0,1,0,58.0,50 - 60,3.0,non-work,Not Sure,non-work,4.0,2.0,<=2,non-work,non-work
7571,30465609,6,HOME_RENT,3,1,Never,3,4,5,3,2,3,4,4,2,0,2,1.0,0.0,1.0,1,2,2,6,23,Daily,2,0.0,1,1,0,1,0,28.0,<=30,2.0,1,<=5 miles,10 - 20,3.0,2.0,<=2,1,1
7572,30465619,7,HOME_OWN,3,5,Never,4,5,5,4,4,5,5,5,1,1,12,1.0,0.0,0.0,10,2,1,2,23,Never,2,0.5,0,1,0,2,1,86.0,>60,2.0,non-work,Not Sure,non-work,4.0,6.0,>5,non-work,non-work
7573,30465666,2,HOME_OWN,7,NA,NA,-9,-9,-9,2,3,4,4,4,2,1,2,1.0,0.0,0.0,9,2,4,6,23,Never,2,1.0,0,1,0,1,1,63.0,>60,4.0,non-work,Not Sure,non-work,3.0,2.0,<=2,non-work,non-work
7574,30465968,7,HOME_RENT,4,1,Never,4,1,5,4,2,2,5,1,1,0,12,1.0,0.0,0.0,10,2,1,1,23,Rarely,2,0.0,0,1,0,2,0,74.5,>60,4.0,non-work,Not Sure,non-work,4.0,6.0,>5,non-work,non-work
7575,30466027,7,HOME_OWN,9,4,Never,4,5,4,3,4,5,5,5,1,2,13,1.0,0.0,1.0,2,2,1,2,23,Daily,2,1.0,1,1,0,2,1,58.0,50 - 60,5.0,1,10 - 15 miles,20 - 30,2.0,6.5,>5,0.5,0
7576,30466186,3,HOME_OWN,2,2,Daily,5,5,5,2,2,3,1,3,2,1,4,1.0,0.0,1.0,1,2,4,6,24,Daily,2,1.0,1,1,0,1,1,43.0,40 - 50,2.0,1,<=5 miles,<=10,1.0,4.0,3 - 4,1,0
7577,30466357,7,HOME_OWN,6,3,Rarely,5,5,5,2,3,3,4,4,1,2,3,1.0,0.0,0.5,10,2,1,3,22,Daily,2,1.0,>0.5,1,0,2,1,65.5,>60,5.0,0,10 - 15 miles,20 - 30,1.0,1.5,<=2,0.5,0
7578,30466393,3,HOME_OWN,7,2,Rarely,4,4,3,4,2,2,3,3,2,1,2,1.0,0.0,0.0,1,2,4,6,24,Daily,2,1.0,0,1,0,1,1,60.0,50 - 60,4.0,non-work,Not Sure,non-work,1.0,2.0,<=2,non-work,non-work
7579,30466445,3,HOME_OWN,5,5,Never,5,4,5,4,2,4,4,4,2,1,8,1.0,0.0,0.0,9,2,1,2,23,Daily,2,1.0,0,1,0,1,1,65.0,>60,5.0,non-work,Not Sure,non-work,2.0,8.0,>5,non-work,non-work
7580,30466537,1,HOME_OWN,6,4,Never,5,5,4,2,2,3,3,3,1,2,16,1.0,0.0,0.5,10,1,4,6,21,Daily,2,1.0,>0.5,1,0,2,1,71.5,>60,3.0,0,5-10 miles,10 - 20,3.0,8.0,>5,0.5,0.5
7581,30466622,1,HOME_OWN,8,5,Never,4,5,5,4,3,5,5,5,1,2,8,0.6666666666666666,0.3333333333333333,0.6666666666666666,4,1,1,5,21,Daily,2,0.6666666666666666,>0.5,>0.5,<0.5,>2,1,27.0,<=30,4.0,>0.5,>15 miles,20 - 30,1.0,4.0,3 - 4,<0.5,<0.5
7582,30466645,1,HOME_OWN,7,4,Rarely,4,4,4,4,2,4,4,4,1,2,4,1.0,0.0,1.0,2,1,1,5,21,Daily,2,1.0,1,1,0,2,1,33.0,30 - 40,5.0,1,>15 miles,>30,2.0,2.0,<=2,1,0.5
7583,30466655,2,HOME_OWN,4,1,Rarely,4,4,3,4,5,5,5,5,2,1,3,1.0,0.0,1.0,1,2,2,6,23,Daily,2,1.0,1,1,0,1,1,65.0,>60,3.0,0,<=5 miles,<=10,1.0,3.0,2 - 3,1,1
7584,30466671,1,HOME_OWN,8,5,Never,4,4,4,4,3,4,4,3,1,2,2,1.0,0.0,0.0,10,2,1,3,22,Daily,1,1.0,0,1,0,2,1,78.5,>60,4.0,non-work,Not Sure,non-work,4.0,1.0,<=2,non-work,non-work
7585,30466737,2,HOME_OWN,4,1,Never,4,5,5,5,4,4,5,4,2,1,0,1.0,0.0,0.0,9,1,1,5,21,Daily,2,1.0,0,1,0,1,1,69.0,>60,3.0,non-work,Not Sure,non-work,3.0,0.0,<=2,non-work,non-work
7586,30466799,6,HOME_RENT,4,2,Rarely,4,5,4,2,3,4,4,3,1,2,4,1.0,0.0,0.5,2,2,1,1,23,Daily,2,1.0,>0.5,1,0,2,1,59.0,50 - 60,2.0,0.5,Not Sure,non-work,3.0,2.0,<=2,0.5,0
7587,30466848,4,HOME_OWN,5,2,Never,5,4,4,5,4,4,5,5,1,2,15,1.0,0.0,0.5,10,1,4,6,21,Daily,2,1.0,>0.5,1,0,2,1,69.5,>60,5.0,0,>15 miles,>30,3.0,7.5,>5,0.5,0.5
7588,30466850,6,HOME_OWN,7,2,Never,5,5,5,2,2,2,3,3,1,2,18,1.0,0.0,1.0,2,2,4,6,23,Daily,2,1.0,1,1,0,2,1,59.5,50 - 60,2.0,1,Not Sure,non-work,2.0,9.0,>5,1,0
7589,30466851,6,HOME_OWN,11,NA,NA,-9,-9,-9,3,1,4,4,4,1,2,7,1.0,0.0,1.0,2,1,1,5,21,Daily,2,1.0,1,1,0,2,1,62.5,>60,5.0,1,>15 miles,>30,3.0,3.5,3 - 4,1,0.5
7590,30466925,2,HOME_OWN,8,NA,NA,-9,-9,-9,5,5,5,5,5,1,2,4,1.0,0.0,0.0,10,1,1,5,21,Never,2,1.0,0,1,0,2,1,66.0,>60,5.0,non-work,Not Sure,non-work,1.0,2.0,<=2,non-work,non-work
7591,30467032,7,HOME_OWN,7,3,Rarely,4,4,4,5,4,2,5,2,1,>2,14,1.0,0.0,0.3333333333333333,10,1,4,6,21,Daily,2,1.0,<0.5,1,0,>2,1,79.33333333333333,>60,5.0,0,5-10 miles,20 - 30,3.0,4.666666666666667,4 - 5,0,<0.5
7592,30467061,4,HOME_OWN,4,2,Never,5,5,5,4,4,4,5,5,1,2,9,1.0,0.0,0.5,2,2,4,6,23,Never,2,1.0,>0.5,1,0,2,1,85.0,>60,4.0,0.5,Not Sure,non-work,2.0,4.5,4 - 5,0,0
7593,30467231,4,HOME_OWN,8,2,Rarely,5,5,5,2,3,2,2,5,1,2,14,1.0,0.0,0.5,10,2,4,6,22,Daily,2,1.0,>0.5,1,0,2,1,62.5,>60,4.0,0.5,5-10 miles,10 - 20,3.0,7.0,>5,0.5,0
7594,30467240,6,HOME_RENT,5,5,Never,3,5,5,1,1,4,4,5,2,1,4,1.0,0.0,1.0,1,1,4,6,21,Daily,2,1.0,1,1,0,1,1,52.0,50 - 60,1.0,1,<=5 miles,10 - 20,4.0,4.0,3 - 4,1,1
7595,30467327,7,HOME_OWN,4,1,Daily,5,5,5,1,1,1,1,4,2,1,1,1.0,0.0,0.0,9,2,4,6,23,Daily,2,1.0,0,1,0,1,1,64.0,>60,2.0,non-work,Not Sure,non-work,3.0,1.0,<=2,non-work,non-work
7596,30467342,7,HOME_RENT,1,1,Never,4,3,5,2,4,2,5,2,2,1,0,1.0,0.0,0.0,9,2,1,1,23,Never,2,1.0,0,1,0,1,0,64.0,>60,3.0,non-work,Not Sure,non-work,4.0,0.0,<=2,non-work,non-work
7597,30467397,3,HOME_OWN,6,4,Never,5,5,5,2,2,4,5,5,1,2,17,1.0,0.0,0.0,10,2,4,6,23,Daily,2,1.0,0,1,0,2,1,67.0,>60,4.0,non-work,Not Sure,non-work,2.0,8.5,>5,non-work,non-work
7598,30467474,2,HOME_OWN,8,1,NA,4,4,5,3,2,2,NA,2,1,2,19,1.0,0.0,1.0,2,1,1,5,21,Daily,2,1.0,1,1,0,2,1,65.0,>60,5.0,1,>15 miles,>30,1.0,9.5,>5,1,0.5
7599,30467477,6,HOME_RENT,5,3,Rarely,5,5,5,1,1,2,2,5,1,1,2,0.5,0.0,0.5,5,2,2,6,23,Daily,2,0.5,>0.5,>0.5,0,2,1,23.0,<=30,3.0,0.5,5-10 miles,10 - 20,1.0,1.0,<=2,0.5,0.5
7600,30467577,5,HOME_OWN,6,3,Never,4,4,5,3,2,2,4,2,1,1,4,1.0,0.0,0.5,10,1,1,2,21,Never,2,0.5,>0.5,1,0,2,1,76.5,>60,5.0,0.5,Not Sure,non-work,4.0,2.0,<=2,0,0
7601,30467663,4,HOME_OWN,8,5,Never,4,4,4,3,3,4,4,4,1,2,5,1.0,0.0,0.0,10,2,4,6,23,Daily,2,1.0,0,1,0,2,1,68.5,>60,5.0,non-work,Not Sure,non-work,1.0,2.5,2 - 3,non-work,non-work
7602,30467698,2,HOME_OWN,2,3,Rarely,5,5,4,4,4,4,4,4,1,2,12,1.0,0.0,0.5,10,1,4,6,21,Daily,2,1.0,>0.5,1,0,2,1,59.0,50 - 60,5.0,non-work,Not Sure,non-work,3.0,6.0,>5,non-work,non-work
7603,30467763,3,HOME_RENT,4,2,Rarely,4,5,5,1,1,2,4,2,2,1,7,1.0,0.0,0.0,9,2,1,1,23,Daily,2,1.0,0,1,0,1,1,68.0,>60,3.0,non-work,Not Sure,non-work,3.0,7.0,>5,non-work,non-work
7604,30467765,7,HOME_OWN,11,1,Rarely,5,1,5,4,3,5,5,2,1,2,15,0.5,0.25,0.5,4,2,4,6,24,Daily,2,0.5,>0.5,>0.5,<0.5,>2,1,26.33333333333333,<=30,5.0,0.5,>15 miles,>30,1.0,5.0,4 - 5,0.5,0
7605,30467798,7,HOME_OWN,10,2,Rarely,5,5,5,3,2,3,3,4,1,2,32,0.3333333333333333,0.0,0.5,6,2,1,2,23,Daily,2,0.3333333333333333,>0.5,<0.5,0,>2,1,22.83333333333333,<=30,5.0,<0.5,>15 miles,>30,2.0,5.333333333333333,>5,0.5,<0.5
7606,30467837,6,HOME_OWN,10,5,Never,5,5,5,5,4,4,4,4,1,2,15,0.5,0.0,0.5,6,2,1,1,23,Daily,2,0.5,>0.5,>0.5,0,>2,1,32.0,30 - 40,5.0,0.5,<=5 miles,<=10,1.0,3.75,3 - 4,0.5,0
7607,30467874,2,HOME_RENT,5,1,Never,5,5,5,4,2,3,3,3,1,1,12,1.0,0.0,0.0,10,2,1,3,23,Rarely,2,0.5,0,1,0,2,1,88.5,>60,2.0,non-work,Not Sure,non-work,4.0,6.0,>5,non-work,non-work
7608,30467921,7,HOME_OWN,4,NA,Rarely,-9,3,3,1,3,3,2,2,2,1,9,1.0,0.0,0.0,9,1,1,5,21,Daily,1,1.0,0,1,0,1,1,61.0,>60,3.0,non-work,Not Sure,non-work,1.0,9.0,>5,non-work,non-work
7609,30467992,6,HOME_OWN,5,1,Never,5,5,5,2,2,4,5,5,1,2,12,1.0,0.0,1.0,2,2,4,6,22,Never,2,1.0,1,1,0,2,1,66.0,>60,3.0,1,Not Sure,non-work,1.0,6.0,>5,1,0
7610,30468021,3,HOME_OWN,2,3,Never,5,5,5,2,2,3,5,5,2,1,2,1.0,0.0,0.0,9,1,1,2,21,Daily,2,1.0,0,1,0,1,1,92.0,>60,1.0,non-work,Not Sure,non-work,3.0,2.0,<=2,non-work,non-work
7611,30468043,6,HOME_OWN,6,5,Never,5,5,5,3,2,4,4,4,1,2,5,1.0,0.0,1.0,2,2,1,1,23,Daily,2,1.0,1,1,0,2,1,53.0,50 - 60,4.0,1,10 - 15 miles,>30,3.0,2.5,2 - 3,1,0.5
7612,30468139,7,HOME_OWN,6,NA,NA,-9,-9,-9,1,NA,NA,NA,NA,1,2,3,1.0,0.0,0.5,10,2,4,6,23,Daily,2,1.0,>0.5,1,0,2,1,72.0,>60,5.0,0,10 - 15 miles,10 - 20,2.0,1.5,<=2,0.5,0.5
7613,30468248,2,HOME_OWN,7,3,Never,5,5,4,5,3,4,5,4,2,1,9,1.0,0.0,1.0,1,1,1,2,21,Daily,2,1.0,1,1,0,1,1,36.0,30 - 40,5.0,1,>15 miles,>30,2.0,9.0,>5,1,1
7614,30468285,3,HOME_RENT,6,2,Rarely,5,5,5,2,3,4,4,4,1,2,8,1.0,0.0,1.0,2,2,4,6,23,Daily,2,1.0,1,1,0,2,1,33.5,30 - 40,5.0,0.5,10 - 15 miles,20 - 30,1.0,4.0,3 - 4,1,0
7615,30468308,1,HOME_OWN,7,1,Never,5,5,5,4,4,4,5,5,1,1,8,1.0,0.0,1.0,10,2,4,6,22,Daily,2,0.5,1,1,0,2,1,75.0,>60,5.0,0,<=5 miles,<=10,4.0,4.0,3 - 4,1,0
7616,30468311,5,HOME_RENT,1,1,Never,5,5,5,1,1,1,3,3,1,2,7,0.75,0.0,0.5,8,2,1,1,23,Daily,2,0.5,>0.5,>0.5,0,>2,1,25.5,<=30,3.0,<0.5,10 - 15 miles,20 - 30,1.0,1.75,<=2,0.5,<0.5
7617,30468344,5,HOME_OWN,7,2,Never,5,5,5,2,3,4,5,5,1,>2,23,1.0,0.0,1.0,8,2,1,1,23,Daily,2,1.0,1,1,0,>2,1,34.5,30 - 40,3.0,>0.5,10 - 15 miles,10 - 20,1.0,5.75,>5,1,<0.5
7618,30468539,7,HOME_OWN,5,3,Never,5,5,5,4,4,5,5,5,1,>2,2,1.0,0.0,0.3333333333333333,10,2,4,6,23,Daily,2,1.0,<0.5,1,0,>2,1,75.66666666666667,>60,3.0,<0.5,10 - 15 miles,20 - 30,3.0,0.6666666666666666,<=2,<0.5,0
7619,30468550,6,HOME_OWN,10,1,Never,3,2,1,3,2,3,3,1,1,1,10,0.3333333333333333,0.0,0.0,5,1,1,5,21,Daily,1,0.3333333333333333,0,<0.5,0,>2,0,21.0,<=30,5.0,non-work,Not Sure,non-work,1.0,3.333333333333333,3 - 4,non-work,non-work
7620,30468617,7,HOME_OWN,1,5,Never,5,5,5,4,4,4,4,2,2,0,2,1.0,0.0,0.0,1,2,4,6,23,Rarely,2,0.0,0,1,0,1,0,54.0,50 - 60,2.0,non-work,Not Sure,non-work,4.0,2.0,<=2,non-work,non-work
7621,30468678,7,HOME_OWN,9,5,Never,5,5,5,3,2,5,5,5,1,2,4,1.0,0.0,1.0,2,2,1,1,23,Daily,2,1.0,1,1,0,2,1,61.0,>60,5.0,1,>15 miles,>30,3.0,2.0,<=2,1,0.5
7622,30468709,5,HOME_OWN,7,3,Never,5,5,4,1,2,4,4,4,1,2,2,1.0,0.0,0.5,10,2,4,6,24,Daily,2,1.0,>0.5,1,0,2,1,66.0,>60,2.0,0.5,Not Sure,non-work,2.0,1.0,<=2,0.5,0
7623,30468749,1,HOME_OWN,6,5,Never,1,5,5,2,1,5,5,5,1,2,8,1.0,0.0,1.0,2,2,1,1,23,Rarely,2,1.0,1,1,0,2,1,37.0,30 - 40,4.0,1,>15 miles,>30,2.0,4.0,3 - 4,1,0.5
7624,30468907,2,HOME_RENT,2,NA,Never,4,4,5,2,1,3,3,3,2,1,4,1.0,0.0,0.0,1,2,1,1,23,Rarely,2,1.0,0,1,0,1,1,64.0,>60,3.0,non-work,Not Sure,non-work,2.0,4.0,3 - 4,non-work,non-work
7625,30469022,4,HOME_RENT,3,5,Never,4,5,5,2,2,4,4,4,1,2,6,1.0,0.0,1.0,2,2,4,6,24,Daily,2,1.0,1,1,0,2,1,25.0,<=30,3.0,1,5-10 miles,<=10,2.0,3.0,2 - 3,1,0
7626,30469068,5,HOME_OWN,6,3,Rarely,4,4,4,4,4,4,4,4,2,1,6,1.0,0.0,1.0,1,2,1,2,23,Daily,2,1.0,1,1,0,1,1,55.0,50 - 60,3.0,1,5-10 miles,10 - 20,2.0,6.0,>5,1,1
7627,30469213,2,HOME_OWN,7,2,Never,5,5,5,2,3,4,4,4,2,1,3,1.0,0.0,1.0,1,2,1,3,23,Daily,2,1.0,1,1,0,1,1,54.0,50 - 60,5.0,1,<=5 miles,10 - 20,2.0,3.0,2 - 3,1,1
7628,30469233,1,HOME_OWN,6,4,Never,5,5,5,2,2,4,4,4,1,2,4,0.5,0.5,0.5,4,2,4,6,24,Daily,2,0.5,>0.5,>0.5,>0.5,>2,1,30.5,30 - 40,5.0,0.5,5-10 miles,10 - 20,2.0,2.0,<=2,0.5,<0.5
7629,30469251,3,HOME_OWN,6,2,Rarely,5,5,5,1,3,2,2,3,2,1,6,1.0,0.0,0.0,9,2,2,6,22,Daily,2,1.0,0,1,0,1,1,66.0,>60,4.0,non-work,Not Sure,non-work,1.0,6.0,>5,non-work,non-work
7630,30469320,5,HOME_RENT,2,3,Never,5,5,5,1,2,5,5,5,1,2,3,1.0,0.0,0.5,2,2,1,3,22,Daily,2,1.0,>0.5,1,0,2,1,48.0,40 - 50,2.0,0,5-10 miles,10 - 20,4.0,1.5,<=2,0,0
7631,30469324,3,HOME_OWN,10,3,Rarely,4,5,4,2,3,2,4,4,2,1,7,1.0,0.0,0.0,9,2,4,6,24,Daily,2,1.0,0,1,0,1,1,66.0,>60,4.0,non-work,Not Sure,non-work,1.0,7.0,>5,non-work,non-work
7632,30469365,1,HOME_OWN,10,4,Never,5,5,5,4,4,5,5,5,1,2,12,1.0,0.0,0.5,10,2,1,1,23,Daily,2,1.0,>0.5,1,0,2,1,74.0,>60,5.0,0,>15 miles,>30,3.0,6.0,>5,0.5,0
7633,30469420,2,HOME_OWN,8,4,Rarely,4,5,4,1,2,4,4,4,2,1,11,1.0,0.0,1.0,1,2,4,6,23,Daily,1,1.0,1,1,0,1,1,46.0,40 - 50,3.0,1,5-10 miles,10 - 20,1.0,11.0,>5,0,0
7634,30469498,3,HOME_OWN,11,3,Never,3,5,5,4,3,4,4,4,1,2,11,1.0,0.0,1.0,2,1,1,5,21,Daily,1,1.0,1,1,0,2,1,57.0,50 - 60,5.0,1,<=5 miles,>30,1.0,5.5,>5,1,0
7635,30469635,5,HOME_OWN,5,NA,NA,-9,-9,-9,1,2,3,3,3,1,1,10,1.0,0.0,0.0,10,2,1,3,22,Daily,1,0.5,0,1,0,2,1,84.0,>60,2.0,non-work,Not Sure,non-work,2.0,5.0,4 - 5,non-work,non-work
7636,30469673,5,HOME_OWN,NA,3,Never,5,5,4,2,2,4,5,5,1,>2,10,1.0,0.0,1.0,8,1,1,5,21,Daily,2,1.0,1,1,0,>2,1,36.0,30 - 40,4.0,0.5,>15 miles,20 - 30,2.0,2.5,2 - 3,>0.5,<0.5
7637,30469675,3,HOME_RENT,6,2,Never,5,3,5,2,3,1,3,3,2,1,10,1.0,0.0,0.0,9,2,1,3,22,Daily,2,1.0,0,1,0,1,1,84.0,>60,5.0,non-work,Not Sure,non-work,3.0,10.0,>5,non-work,non-work
7638,30469727,1,HOME_OWN,10,2,Never,5,1,2,3,3,4,3,2,1,2,6,0.4,0.4,0.4,4,1,1,5,21,Daily,2,0.4,<0.5,<0.5,<0.5,>2,1,25.33333333333333,<=30,4.0,<0.5,>15 miles,>30,1.0,2.0,<=2,<0.5,<0.5
7639,30469764,2,HOME_RENT,2,3,Never,5,5,5,2,4,3,5,5,1,1,8,0.5,0.0,0.0,5,2,1,3,22,Daily,2,0.5,0,>0.5,0,2,1,32.5,30 - 40,4.0,non-work,Not Sure,non-work,3.0,4.0,3 - 4,non-work,non-work
7640,30469891,1,HOME_OWN,8,1,Never,4,1,1,2,2,3,5,2,1,>2,8,1.0,0.0,1.0,2,1,1,5,21,Daily,2,0.75,1,1,0,>2,1,39.75,30 - 40,4.0,1,>15 miles,>30,2.0,2.0,<=2,1,<0.5
7641,30470014,4,HOME_OWN,3,5,Never,5,5,5,3,4,5,5,5,1,2,6,1.0,0.0,0.0,10,2,1,1,23,Daily,2,1.0,0,1,0,2,1,88.5,>60,5.0,non-work,Not Sure,non-work,4.0,3.0,2 - 3,non-work,non-work
7642,30470059,5,HOME_OWN,5,1,Never,5,5,5,4,5,4,5,5,2,1,6,1.0,0.0,0.0,9,2,4,6,23,Daily,2,1.0,0,1,0,1,1,81.0,>60,2.0,non-work,Not Sure,non-work,2.0,6.0,>5,non-work,non-work
7643,30470187,1,HOME_OWN,11,1,Rarely,5,4,4,4,3,5,4,5,1,2,18,0.5,0.25,0.5,4,2,1,1,23,Daily,2,0.5,>0.5,>0.5,<0.5,>2,1,30.666666666666668,30 - 40,5.0,0.5,<=5 miles,10 - 20,3.0,6.0,>5,0.5,0
7644,30470294,5,HOME_OWN,4,5,Never,5,5,5,2,2,5,5,5,1,2,5,1.0,0.0,0.5,10,2,4,6,23,Daily,2,1.0,>0.5,1,0,2,1,56.0,50 - 60,3.0,0.5,10 - 15 miles,10 - 20,5.0,2.5,2 - 3,0.5,0.5
7645,30470299,1,HOME_OWN,6,5,Never,5,5,5,4,3,3,3,3,1,1,4,0.3333333333333333,0.0,0.3333333333333333,5,2,4,6,22,Daily,2,0.3333333333333333,<0.5,<0.5,0,>2,1,20.0,<=30,5.0,<0.5,>15 miles,20 - 30,3.0,1.3333333333333333,<=2,<0.5,0
7646,30470392,1,HOME_OWN,9,4,Rarely,3,5,4,3,3,4,4,4,1,2,12,1.0,0.0,1.0,2,2,4,6,23,Daily,2,1.0,1,1,0,2,1,39.0,30 - 40,5.0,1,10 - 15 miles,20 - 30,2.0,6.0,>5,1,0.5
7647,30470429,7,HOME_OWN,7,3,Rarely,5,5,5,2,3,4,4,5,1,>2,0,0.75,0.0,0.5,8,1,2,6,21,Daily,2,1.0,>0.5,>0.5,0,>2,1,33.0,30 - 40,4.0,0.5,>15 miles,>30,4.0,0.0,<=2,<0.5,<0.5
7648,30470440,4,HOME_OWN,8,5,Never,5,5,4,2,3,3,3,3,1,2,7,1.0,0.0,0.5,10,1,1,5,21,Daily,2,1.0,>0.5,1,0,2,1,64.5,>60,3.0,0.5,>15 miles,>30,3.0,3.5,3 - 4,0.5,0
7649,30470489,3,HOME_RENT,6,5,Never,5,5,5,3,3,3,3,3,1,2,5,1.0,0.0,1.0,2,2,4,6,23,Daily,2,1.0,1,1,0,2,1,28.5,<=30,5.0,0.5,5-10 miles,20 - 30,2.0,2.5,2 - 3,0.5,0.5
7650,30470586,5,HOME_OWN,7,5,Never,5,5,5,3,3,5,5,5,1,>2,5,1.0,0.0,0.5,2,1,1,2,21,Daily,2,1.0,>0.5,1,0,>2,1,51.0,50 - 60,4.0,<0.5,<=5 miles,<=10,2.0,1.25,<=2,0.5,0
7651,30470605,5,HOME_RENT,3,4,Never,5,5,5,1,3,4,4,5,1,1,5,0.3333333333333333,0.3333333333333333,0.3333333333333333,3,2,1,3,22,Daily,2,0.3333333333333333,<0.5,<0.5,<0.5,>2,1,16.0,<=30,3.0,0,5-10 miles,10 - 20,2.0,2.5,2 - 3,0,0
7652,30470629,7,HOME_RENT,6,2,Rarely,3,5,5,2,2,4,2,5,2,1,0,1.0,0.0,1.0,1,2,4,6,23,Daily,2,1.0,1,1,0,1,1,29.0,<=30,3.0,1,5-10 miles,10 - 20,1.0,0.0,<=2,1,0
7653,30470871,7,HOME_OWN,5,5,Never,3,5,5,2,3,3,5,5,1,1,8,1.0,0.0,0.0,2,1,1,5,21,Never,2,0.5,0,1,0,2,1,73.5,>60,2.0,non-work,Not Sure,non-work,5.0,4.0,3 - 4,non-work,non-work
7654,30470921,5,HOME_OWN,7,1,Never,5,5,3,2,2,2,NA,2,1,2,18,1.0,0.0,0.0,10,2,2,6,22,Daily,2,1.0,0,1,0,2,1,63.0,>60,4.0,non-work,Not Sure,non-work,3.0,9.0,>5,non-work,non-work
7655,30470994,6,HOME_OWN,11,4,Never,5,5,5,5,5,5,5,5,1,>2,15,1.0,0.0,1.0,2,2,4,6,22,Daily,2,1.0,1,1,0,>2,1,43.0,40 - 50,5.0,1,10 - 15 miles,10 - 20,1.0,5.0,4 - 5,1,0
7656,30471242,1,HOME_OWN,6,4,Never,5,5,5,4,4,5,5,5,1,2,12,0.5,0.0,0.5,6,2,2,6,24,Daily,2,0.5,>0.5,>0.5,0,>2,1,24.25,<=30,4.0,0.5,>15 miles,>30,3.0,3.0,2 - 3,0.5,<0.5
7657,30471327,1,HOME_RENT,3,4,Never,4,5,5,3,4,4,4,4,1,>2,21,0.8,0.0,0.2,6,2,1,1,23,Daily,2,0.6,<0.5,>0.5,0,>2,1,33.4,30 - 40,3.0,0,5-10 miles,10 - 20,4.0,4.2,4 - 5,<0.5,<0.5
7658,30471435,4,HOME_OWN,9,5,Never,5,5,5,5,5,5,5,5,1,2,14,1.0,0.0,0.0,10,2,1,1,23,Daily,2,1.0,0,1,0,2,1,81.0,>60,5.0,non-work,Not Sure,non-work,2.0,7.0,>5,non-work,non-work
7659,30471498,2,HOME_OWN,4,5,Never,5,5,5,1,2,4,5,5,2,1,0,1.0,0.0,0.0,9,2,4,6,23,Daily,2,1.0,0,1,0,1,1,71.0,>60,3.0,non-work,Not Sure,non-work,2.0,0.0,<=2,non-work,non-work
7660,30471584,3,HOME_OWN,3,4,Never,5,5,5,1,1,4,4,4,1,1,0,1.0,0.0,0.0,10,2,4,6,24,Daily,2,0.5,0,1,0,2,1,85.0,>60,2.0,non-work,Not Sure,non-work,5.0,0.0,<=2,non-work,non-work
7661,30471736,2,HOME_OWN,6,4,Never,5,5,5,5,3,3,5,5,1,2,4,1.0,0.0,0.0,10,2,1,1,23,Daily,2,1.0,0,1,0,2,1,69.5,>60,4.0,non-work,Not Sure,non-work,2.0,2.0,<=2,non-work,non-work
